OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,OBJECTID_1,GEOID,SUMLEVEL,ST,COUNTY_1,TRACT_1,BLKGRP_1,Total,Only_English,Only_Spanish,Other_Languages,BG_ID_1,Shapearea,Shapelen,Percent_Only_English,Percent_Only_Spanish,Percent_Other_Languages
340,48,201,251200,2,2438,967,2438,361,2077,2042,1919,81,3,38,1,0,35,1787,231,1556,1540,1451,56,3,29,1,0,16,967,883,84,482012512002,340,15000US482012512002,150,48,201,251200,2,2336,1933,307,96,482012512002,13270923.027045,17687.786254,82.748288,13.142123,4.109589
341,48,201,251200,3,491,184,491,62,429,423,399,9,0,10,3,2,6,375,37,338,335,315,8,0,8,2,2,3,184,176,8,482012512003,341,15000US482012512003,150,48,201,251200,3,1407,1226,118,63,482012512003,7012572.930939,24434.182277,87.13575,8.386638,4.477612
342,48,201,251300,1,1694,633,1694,308,1386,1355,1278,48,5,20,0,4,31,1202,165,1037,1022,968,32,5,14,0,3,15,633,603,30,482012513001,342,15000US482012513001,150,48,201,251300,1,1181,1018,103,60,482012513001,12515766.349818,14589.461859,86.198137,8.721423,5.08044
343,48,201,251300,2,1853,618,1853,197,1656,1640,1559,48,1,27,0,5,16,1337,129,1208,1200,1142,34,0,20,0,4,8,618,608,10,482012513002,343,15000US482012513002,150,48,201,251300,2,1798,1610,146,42,482012513002,10131174.551708,16477.30851,89.543938,8.120133,2.335929
344,48,201,251300,3,959,342,959,76,883,871,831,11,2,22,0,5,12,710,47,663,657,623,10,2,20,0,2,6,342,333,9,482012513003,344,15000US482012513003,150,48,201,251300,3,1098,1010,55,33,482012513003,9999669.938906,14932.23759,91.985428,5.009107,3.005464
345,48,201,251300,4,1609,624,1609,118,1491,1470,1441,20,1,8,0,0,21,1267,78,1189,1180,1153,18,1,8,0,0,9,624,603,21,482012513004,345,15000US482012513004,150,48,201,251300,4,1861,1499,250,112,482012513004,26567346.057645,22658.170259,80.548092,13.433638,6.01827
346,48,201,251300,5,1044,448,1044,74,970,946,916,12,7,11,0,0,24,813,54,759,748,725,9,7,7,0,0,11,448,429,19,482012513005,346,15000US482012513005,150,48,201,251300,5,1183,1138,29,16,482012513005,11145344.115092,14999.79766,96.196112,2.451395,1.352494
347,48,201,251401,1,2446,834,2446,385,2061,2034,1864,80,10,78,0,2,27,1661,229,1432,1421,1304,53,5,59,0,0,11,834,809,25,482012514011,347,15000US482012514011,150,48,201,251401,1,2186,1957,82,147,482012514011,12965024.675658,17763.30517,89.524245,3.751144,6.724611
348,48,201,251402,1,2706,1035,2706,468,2238,2207,2081,75,3,41,0,7,31,1927,295,1632,1615,1516,56,3,36,0,4,17,1035,1006,29,482012514021,348,15000US482012514021,150,48,201,251402,1,2382,2127,249,6,482012514021,14107154.246708,21222.099121,89.29471,10.453401,0.251889
349,48,201,251402,2,1741,636,1741,234,1507,1482,1397,43,6,34,2,0,25,1262,152,1110,1098,1028,35,4,29,2,0,12,636,611,25,482012514022,349,15000US482012514022,150,48,201,251402,2,1738,1274,232,232,482012514022,8529744.27043,12984.041838,73.302647,13.348677,13.348677
350,48,201,251402,3,1477,687,1477,241,1236,1226,1141,49,4,28,0,4,10,1106,157,949,942,874,37,4,23,0,4,7,687,644,43,482012514023,350,15000US482012514023,150,48,201,251402,3,1507,1363,144,0,482012514023,6106666.221238,11469.478283,90.444592,9.555408,0
351,48,201,251501,1,4759,1489,4759,550,4209,4121,3615,128,18,351,4,5,88,2993,315,2678,2643,2306,85,12,233,4,3,35,1489,1423,66,482012515011,351,15000US482012515011,150,48,201,251501,1,4758,3845,492,421,482012515011,116857587.384941,48645.126827,80.811265,10.340479,8.848256
352,48,201,251502,1,1590,543,1590,121,1469,1455,1412,10,4,19,9,1,14,1153,75,1078,1069,1037,9,4,14,4,1,9,543,529,14,482012515021,352,15000US482012515021,150,48,201,251502,1,1489,1392,83,14,482012515021,10848894.728637,14315.968456,93.485561,5.574211,0.940228
353,48,201,251502,2,1478,548,1478,133,1345,1326,1253,12,5,48,2,6,19,1128,100,1028,1020,964,11,4,36,0,5,8,548,535,13,482012515022,353,15000US482012515022,150,48,201,251502,2,1266,1118,0,148,482012515022,8800404.764923,16739.327538,88.309637,0,11.690363
354,48,201,251502,3,1417,458,1417,95,1322,1292,1184,39,8,56,2,3,30,1008,59,949,928,847,27,6,45,2,1,21,458,448,10,482012515023,354,15000US482012515023,150,48,201,251502,3,1883,1493,335,55,482012515023,7253915.322131,13863.258288,79.28837,17.790759,2.920871
355,48,201,251502,4,2220,787,2220,207,2013,1987,1833,74,1,71,0,8,26,1609,131,1478,1464,1351,49,1,60,0,3,14,787,759,28,482012515024,355,15000US482012515024,150,48,201,251502,4,2106,2024,82,0,482012515024,14649743.455972,19574.1765,96.106363,3.893637,0
356,48,201,251502,5,1227,563,1227,85,1142,1130,1090,22,1,15,1,1,12,1005,57,948,944,916,12,1,13,1,1,4,563,540,23,482012515025,356,15000US482012515025,150,48,201,251502,5,1150,1120,30,0,482012515025,6783334.618641,13251.199321,97.391304,2.608696,0
357,48,201,251502,6,1487,734,1487,205,1282,1259,1138,64,2,43,1,11,23,1162,148,1014,1003,903,56,2,33,1,8,11,734,630,104,482012515026,357,15000US482012515026,150,48,201,251502,6,1821,1639,72,110,482012515026,10300976.069104,16999.658597,90.005491,3.953871,6.040637
358,48,201,251503,1,2264,798,2264,269,1995,1958,1827,39,6,78,3,5,37,1549,161,1388,1375,1271,30,3,67,2,2,13,798,773,25,482012515031,358,15000US482012515031,150,48,201,251503,1,2106,1837,57,212,482012515031,9994102.471983,15069.737427,87.226971,2.706553,10.066477
359,48,201,251600,1,39,12,39,5,34,34,34,0,0,0,0,0,0,27,2,25,25,25,0,0,0,0,0,0,12,10,2,482012516001,359,15000US482012516001,150,48,201,251600,1,1294,1101,193,0,482012516001,8054165.771794,13451.723137,85.085008,14.914992,0
360,48,201,251600,2,354,174,354,18,336,333,318,5,7,0,0,3,3,300,14,286,284,271,5,5,0,0,3,2,174,150,24,482012516002,360,15000US482012516002,150,48,201,251600,2,3618,3318,251,49,482012516002,82608166.027322,54656.531525,91.708126,6.937535,1.354339
361,48,201,251700,1,70,37,70,6,64,62,58,4,0,0,0,0,2,59,4,55,53,50,3,0,0,0,0,2,37,31,6,482012517001,361,15000US482012517001,150,48,201,251700,1,1827,1821,0,6,482012517001,2750227.504815,9362.192034,99.671593,0,0.328407
362,48,201,251700,2,2895,1040,2895,384,2511,2476,2405,36,11,22,2,0,35,1971,212,1759,1744,1698,23,6,15,2,0,15,1040,974,66,482012517002,362,15000US482012517002,150,48,201,251700,2,2846,2573,273,0,482012517002,55121976.147902,36456.657448,90.40759,9.59241,0
363,48,201,251700,3,130,50,130,20,110,110,109,1,0,0,0,0,0,97,12,85,85,84,1,0,0,0,0,0,50,46,4,482012517003,363,15000US482012517003,150,48,201,251700,3,1226,1124,88,14,482012517003,45428312.995525,55002.75343,91.680261,7.177814,1.141925
364,48,201,251700,4,1027,440,1027,116,911,898,768,91,10,12,1,16,13,739,84,655,650,558,58,10,11,1,12,5,440,376,64,482012517004,364,15000US482012517004,150,48,201,251700,4,1574,1264,249,61,482012517004,77587419.05951,39336.898999,80.304956,15.819568,3.875476
365,48,201,251901,2,122,51,122,6,116,116,109,0,0,7,0,0,0,91,3,88,88,82,0,0,6,0,0,0,51,43,8,482012519012,365,15000US482012519012,150,48,201,251901,2,537,494,18,25,482012519012,13922723.874861,19995.78752,91.992551,3.351955,4.655493
366,48,201,251901,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012519013,366,15000US482012519013,150,48,201,251901,3,2159,1951,208,0,482012519013,59589660.927512,32533.043266,90.36591,9.63409,0
367,48,201,251901,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012519014,367,15000US482012519014,150,48,201,251901,4,2438,2241,184,13,482012519014,84861391.286012,65529.490439,91.919606,7.54717,0.533224
368,48,201,251902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012519021,368,15000US482012519021,150,48,201,251902,1,1233,1143,73,17,482012519021,254646.08425,3008.256881,92.70073,5.920519,1.378751
369,48,201,251902,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012519022,369,15000US482012519022,150,48,201,251902,2,1232,1031,119,82,482012519022,6633643.46445,16395.297517,83.685065,9.659091,6.655844
370,48,201,252000,1,9385,3234,9385,1967,7418,7227,4810,1915,13,463,5,21,191,6435,1199,5236,5135,3438,1320,9,353,4,11,101,3234,3085,149,482012520001,370,15000US482012520001,150,48,201,252000,1,7823,6255,1244,324,482012520001,290800667.725894,128873.488481,79.956538,15.901828,4.141634
371,48,201,252100,1,5,5,5,0,5,5,5,0,0,0,0,0,0,5,0,5,5,5,0,0,0,0,0,0,5,4,1,482012521001,371,15000US482012521001,150,48,201,252100,1,1423,917,506,0,482012521001,41156217.724445,79479.244683,64.441321,35.558679,0
372,48,201,252200,2,383,200,383,147,236,226,38,170,3,15,0,0,10,273,102,171,163,33,116,3,11,0,0,8,200,178,22,482012522002,372,15000US482012522002,150,48,201,252200,2,4132,1955,2177,0,482012522002,1678168.393236,17785.144373,47.31365,52.68635,0
373,48,201,252400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012524002,373,15000US482012524002,150,48,201,252400,2,1061,762,299,0,482012524002,333565.890061,2385.08248,71.819039,28.180961,0
374,48,201,252400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012524003,374,15000US482012524003,150,48,201,252400,3,1139,953,186,0,482012524003,284114.573082,18576.834357,83.669886,16.330114,0
375,48,201,252500,1,169,68,169,121,48,44,43,1,0,0,0,0,4,121,78,43,41,40,1,0,0,0,0,2,68,58,10,482012525001,375,15000US482012525001,150,48,201,252500,1,1259,379,880,0,482012525001,36360479.720473,140739.634806,30.103257,69.896743,0
376,48,201,252500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012525002,376,15000US482012525002,150,48,201,252500,2,865,287,578,0,482012525002,12199730.925991,58400.282976,33.179191,66.820809,0
377,48,201,252600,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012526004,377,15000US482012526004,150,48,201,252600,4,1532,1200,332,0,482012526004,884116.112848,42648.506321,78.328982,21.671018,0
378,48,201,253300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012533002,378,15000US482012533002,150,48,201,253300,2,1708,1137,537,34,482012533002,14416808.673756,59248.311318,66.569087,31.440281,1.990632
379,48,201,254500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012545002,379,15000US482012545002,150,48,201,254500,2,1217,187,1018,12,482012545002,3923982.649297,12867.434727,15.365653,83.648316,0.986031
380,48,201,254600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012546002,380,15000US482012546002,150,48,201,254600,2,1499,505,994,0,482012546002,6669126.668978,19728.119022,33.689126,66.310874,0
381,48,201,310100,1,3029,1272,3029,1144,1885,1839,483,1306,5,43,0,2,46,2146,797,1349,1318,457,813,5,41,0,2,31,1272,1148,124,482013101001,381,15000US482013101001,150,48,201,310100,1,2390,1177,981,232,482013101001,13283217.305032,17482.285425,49.246862,41.046025,9.707113
382,48,201,310100,2,2855,1243,2855,1473,1382,1356,793,479,8,76,0,0,26,2363,1124,1239,1214,743,392,8,71,0,0,25,1243,1056,187,482013101002,382,15000US482013101002,150,48,201,310100,2,2074,1057,1017,0,482013101002,23227425.21769,30050.765988,50.96432,49.03568,0
383,48,201,310200,1,1463,883,1463,331,1132,1099,535,427,0,133,0,4,33,1299,280,1019,994,522,350,0,119,0,3,25,883,738,145,482013102001,383,15000US482013102001,150,48,201,310200,1,1445,1105,255,85,482013102001,20108797.960985,19604.271956,76.470588,17.647059,5.882353
384,48,201,310300,1,882,393,882,647,235,230,199,19,5,4,2,1,5,701,494,207,204,177,18,3,3,2,1,3,393,339,54,482013103001,384,15000US482013103001,150,48,201,310300,1,746,364,382,0,482013103001,3032339.467712,7731.602483,48.793566,51.206434,0
385,48,201,310300,2,743,356,743,565,178,165,110,28,2,20,0,5,13,581,418,163,153,105,23,2,18,0,5,10,356,294,62,482013103002,385,15000US482013103002,150,48,201,310300,2,1026,420,585,21,482013103002,2435188.096534,7209.283183,40.935673,57.017544,2.046784
386,48,201,310300,3,758,451,758,649,109,104,57,32,0,15,0,0,5,563,469,94,89,47,28,0,14,0,0,5,451,253,198,482013103003,386,15000US482013103003,150,48,201,310300,3,438,259,136,43,482013103003,12024891.159217,18662.693438,59.13242,31.050228,9.817352
387,48,201,310300,4,1071,568,1071,631,440,422,274,72,7,68,0,1,18,891,492,399,387,263,59,4,60,0,1,12,568,478,90,482013103004,387,15000US482013103004,150,48,201,310300,4,1037,558,466,13,482013103004,2729005.700716,6813.876912,53.809065,44.937319,1.253616
388,48,201,310300,5,712,291,712,570,142,135,105,9,2,18,0,1,7,534,416,118,112,90,5,2,15,0,0,6,291,241,50,482013103005,388,15000US482013103005,150,48,201,310300,5,986,279,693,14,482013103005,2049679.077297,6088.030615,28.296146,70.283976,1.419878
389,48,201,310300,6,608,241,608,504,104,99,40,47,4,7,0,1,5,457,367,90,85,37,38,3,7,0,0,5,241,199,42,482013103006,389,15000US482013103006,150,48,201,310300,6,675,45,630,0,482013103006,1932625.470691,5927.401967,6.666667,93.333333,0
390,48,201,310400,1,1663,558,1663,1571,92,90,76,5,1,2,0,6,2,1199,1126,73,71,60,5,1,2,0,3,2,558,493,65,482013104001,390,15000US482013104001,150,48,201,310400,1,1799,173,1626,0,482013104001,9660026.346097,13813.989367,9.616454,90.383546,0
391,48,201,310400,2,948,364,948,884,64,63,33,25,4,1,0,0,1,694,634,60,59,30,24,4,1,0,0,1,364,290,74,482013104002,391,15000US482013104002,150,48,201,310400,2,478,91,387,0,482013104002,4551203.17991,12945.879632,19.037657,80.962343,0
392,48,201,310400,3,1473,625,1473,1334,139,132,82,37,1,12,0,0,7,1103,981,122,118,69,37,1,11,0,0,4,625,536,89,482013104003,392,15000US482013104003,150,48,201,310400,3,1205,300,905,0,482013104003,4520198.336624,9363.374843,24.896266,75.103734,0
393,48,201,310500,1,749,296,749,699,50,48,41,7,0,0,0,0,2,508,461,47,45,38,7,0,0,0,0,2,296,244,52,482013105001,393,15000US482013105001,150,48,201,310500,1,440,103,337,0,482013105001,21049272.362894,20434.872637,23.409091,76.590909,0
394,48,201,310500,2,2425,781,2425,2066,359,354,165,171,4,11,0,3,5,1729,1406,323,320,152,153,4,10,0,1,3,781,672,109,482013105002,394,15000US482013105002,150,48,201,310500,2,2170,511,1659,0,482013105002,7025426.142326,11313.898851,23.548387,76.451613,0
395,48,201,310500,3,1682,600,1682,1631,51,48,38,5,2,1,2,0,3,1212,1173,39,38,30,5,1,1,1,0,1,600,523,77,482013105003,395,15000US482013105003,150,48,201,310500,3,1786,123,1663,0,482013105003,5919646.762358,10712.432023,6.886898,93.113102,0
396,48,201,310600,1,1018,366,1018,912,106,103,64,25,2,12,0,0,3,738,648,90,89,61,17,2,9,0,0,1,366,322,44,482013106001,396,15000US482013106001,150,48,201,310600,1,654,260,377,17,482013106001,6330361.718501,11016.361161,39.755352,57.64526,2.599388
397,48,201,310600,2,1919,685,1919,1754,165,159,110,28,6,15,0,0,6,1394,1251,143,139,103,22,0,14,0,0,4,685,598,87,482013106002,397,15000US482013106002,150,48,201,310600,2,2477,419,2031,27,482013106002,4119129.612021,8361.287604,16.915624,81.994348,1.090028
398,48,201,310600,3,814,321,814,721,93,89,56,30,0,1,0,2,4,595,512,83,79,50,26,0,1,0,2,4,321,283,38,482013106003,398,15000US482013106003,150,48,201,310600,3,1140,248,892,0,482013106003,2628621.079374,7124.98238,21.754386,78.245614,0
399,48,201,310600,4,1014,379,1014,925,89,86,61,21,0,4,0,0,3,726,648,78,76,56,17,0,3,0,0,2,379,311,68,482013106004,399,15000US482013106004,150,48,201,310600,4,475,209,266,0,482013106004,2987670.849382,8306.743251,44,56,0
400,48,201,310600,5,1260,477,1260,1063,197,192,136,27,0,28,0,1,5,914,735,179,174,129,21,0,24,0,0,5,477,414,63,482013106005,400,15000US482013106005,150,48,201,310600,5,1274,358,898,18,482013106005,3044599.839664,9710.538941,28.100471,70.486656,1.412873
401,48,201,310700,1,1948,659,1948,1782,166,164,103,32,0,29,0,0,2,1356,1212,144,142,90,27,0,25,0,0,2,659,560,99,482013107001,401,15000US482013107001,150,48,201,310700,1,1926,199,1693,34,482013107001,8951890.827595,12480.449135,10.332295,87.902388,1.765317
402,48,201,310700,2,2219,839,2219,1672,547,531,476,32,6,16,0,1,16,1645,1149,496,485,435,29,4,16,0,1,11,839,749,90,482013107002,402,15000US482013107002,150,48,201,310700,2,2438,647,1761,30,482013107002,12298499.702237,15860.231329,26.538146,72.231337,1.230517
403,48,201,310800,1,1353,504,1353,1297,56,55,22,32,0,1,0,0,1,878,841,37,36,15,20,0,1,0,0,1,504,410,94,482013108001,403,15000US482013108001,150,48,201,310800,1,753,12,723,18,482013108001,14988204.790086,23468.469067,1.593625,96.015936,2.390438
404,48,201,310800,2,1137,520,1137,1012,125,122,110,8,0,2,0,2,3,769,656,113,112,102,6,0,2,0,2,1,520,336,184,482013108002,404,15000US482013108002,150,48,201,310800,2,1349,404,945,0,482013108002,5796091.040903,11673.852522,29.94811,70.05189,0
405,48,201,310900,1,838,272,838,809,29,29,16,9,0,0,1,3,0,537,519,18,18,13,4,0,0,1,0,0,272,235,37,482013109001,405,15000US482013109001,150,48,201,310900,1,938,99,839,0,482013109001,3074913.722153,7059.846865,10.554371,89.445629,0
406,48,201,310900,2,1597,521,1597,1528,69,67,46,10,0,10,0,1,2,1088,1024,64,64,44,10,0,9,0,1,0,521,463,58,482013109002,406,15000US482013109002,150,48,201,310900,2,1052,45,1007,0,482013109002,4253884.216504,8456.093053,4.277567,95.722433,0
407,48,201,310900,3,1009,488,1009,901,108,102,53,42,2,0,1,4,6,760,657,103,97,50,41,2,0,1,3,6,488,388,100,482013109003,407,15000US482013109003,150,48,201,310900,3,839,45,794,0,482013109003,3563271.217894,9094.67907,5.363528,94.636472,0
408,48,201,310900,4,907,305,907,880,27,27,12,12,0,3,0,0,0,609,585,24,24,9,12,0,3,0,0,0,305,277,28,482013109004,408,15000US482013109004,150,48,201,310900,4,917,182,735,0,482013109004,4381059.573663,10192.586665,19.847328,80.152672,0
409,48,201,310900,5,1419,529,1419,1374,45,44,34,5,4,1,0,0,1,1032,988,44,44,34,5,4,1,0,0,0,529,430,99,482013109005,409,15000US482013109005,150,48,201,310900,5,1332,198,1134,0,482013109005,3584830.542075,8908.3122,14.864865,85.135135,0
410,48,201,311000,1,1078,392,1078,1059,19,19,12,4,1,1,0,1,0,749,731,18,18,12,4,1,1,0,0,0,392,318,74,482013110001,410,15000US482013110001,150,48,201,311000,1,1262,12,1250,0,482013110001,7145379.260139,11612.349448,0.950872,99.049128,0
411,48,201,311000,2,1076,385,1076,1015,61,58,38,6,6,6,0,2,3,776,725,51,49,35,4,3,6,0,1,2,385,335,50,482013110002,411,15000US482013110002,150,48,201,311000,2,1727,25,1702,0,482013110002,5660033.225908,12248.57101,1.447597,98.552403,0
412,48,201,311000,3,1588,523,1588,1553,35,35,29,4,0,1,0,1,0,1073,1040,33,33,28,3,0,1,0,1,0,523,468,55,482013110003,412,15000US482013110003,150,48,201,311000,3,1689,238,1451,0,482013110003,4353867.077174,8917.407483,14.091178,85.908822,0
413,48,201,311000,4,1442,474,1442,1411,31,29,18,9,1,1,0,0,2,997,972,25,23,16,5,1,1,0,0,2,474,416,58,482013110004,413,15000US482013110004,150,48,201,311000,4,1373,252,1101,20,482013110004,4669679.020121,11435.256939,18.353969,80.189366,1.456664
414,48,201,311000,5,1927,700,1927,1875,52,52,36,13,0,0,0,3,0,1399,1350,49,49,34,13,0,0,0,2,0,700,589,111,482013110005,414,15000US482013110005,150,48,201,311000,5,1114,189,925,0,482013110005,4538665.111319,10321.434964,16.965889,83.034111,0
415,48,201,311100,1,1170,449,1170,1145,25,25,19,2,0,4,0,0,0,829,808,21,21,17,2,0,2,0,0,0,449,372,77,482013111001,415,15000US482013111001,150,48,201,311100,1,1164,68,1096,0,482013111001,13261701.271578,21584.757076,5.841924,94.158076,0
416,48,201,311100,2,1191,385,1191,1143,48,48,40,5,2,1,0,0,0,822,783,39,39,34,4,0,1,0,0,0,385,342,43,482013111002,416,15000US482013111002,150,48,201,311100,2,1250,42,1208,0,482013111002,4696286.716652,9964.986245,3.36,96.64,0
417,48,201,311100,3,1589,557,1589,1536,53,48,41,2,2,1,0,2,5,1123,1082,41,39,34,2,2,1,0,0,2,557,492,65,482013111003,417,15000US482013111003,150,48,201,311100,3,1092,115,977,0,482013111003,5597099.374655,11561.709054,10.531136,89.468864,0
418,48,201,311100,4,1936,687,1936,1868,68,62,28,21,3,7,0,3,6,1360,1310,50,46,21,17,2,5,0,1,4,687,589,98,482013111004,418,15000US482013111004,150,48,201,311100,4,1693,116,1562,15,482013111004,5890579.844129,10669.073291,6.851742,92.262256,0.886001
419,48,201,311200,1,1736,556,1736,1626,110,102,86,6,1,6,0,3,8,1214,1119,95,91,76,5,1,6,0,3,4,556,505,51,482013112001,419,15000US482013112001,150,48,201,311200,1,1829,166,1639,24,482013112001,8639169.265198,14023.812672,9.075998,89.61181,1.312192
420,48,201,311200,2,2004,676,2004,1893,111,109,93,12,1,0,0,3,2,1397,1306,91,91,78,10,1,0,0,2,0,676,616,60,482013112002,420,15000US482013112002,150,48,201,311200,2,2081,147,1934,0,482013112002,6408297.837906,14615.957377,7.063912,92.936088,0
421,48,201,311200,3,1168,537,1168,1011,157,157,124,32,0,0,1,0,0,877,738,139,139,106,32,0,0,1,0,0,537,399,138,482013112003,421,15000US482013112003,150,48,201,311200,3,898,144,734,20,482013112003,17991422.191928,22174.297596,16.035635,81.737194,2.227171
422,48,201,311300,1,1686,546,1686,1582,104,103,80,16,3,4,0,0,1,1211,1121,90,89,70,12,3,4,0,0,1,546,489,57,482013113001,422,15000US482013113001,150,48,201,311300,1,1541,243,1298,0,482013113001,5718116.070923,11342.1552,15.768981,84.231019,0
423,48,201,311300,2,1586,471,1586,1486,100,100,75,10,5,7,0,3,0,1102,1012,90,90,71,9,3,7,0,0,0,471,436,35,482013113002,423,15000US482013113002,150,48,201,311300,2,1490,335,1155,0,482013113002,3981352.308005,8805.736429,22.483221,77.516779,0
424,48,201,311300,3,1970,570,1970,1861,109,97,82,11,2,2,0,0,12,1302,1197,105,95,80,11,2,2,0,0,10,570,522,48,482013113003,424,15000US482013113003,150,48,201,311300,3,2225,344,1881,0,482013113003,6061972.721158,11766.014939,15.460674,84.539326,0
425,48,201,311400,1,1496,572,1496,1275,221,220,48,167,2,3,0,0,1,1026,841,185,184,40,139,2,3,0,0,1,572,470,102,482013114001,425,15000US482013114001,150,48,201,311400,1,2039,304,1735,0,482013114001,28250035.484413,22937.258715,14.909269,85.090731,0
426,48,201,311500,1,2067,700,2067,1731,336,334,76,50,1,199,1,7,2,1441,1179,262,260,60,36,1,158,1,4,2,700,618,82,482013115001,426,15000US482013115001,150,48,201,311500,1,1386,319,694,373,482013115001,10045415.452045,19080.623896,23.015873,50.07215,26.911977
427,48,201,311500,2,1337,441,1337,1200,137,134,74,31,0,29,0,0,3,932,806,126,123,68,30,0,25,0,0,3,441,404,37,482013115002,427,15000US482013115002,150,48,201,311500,2,1316,240,1076,0,482013115002,4354038.89793,13873.22443,18.237082,81.762918,0
428,48,201,311500,3,2249,644,2249,2150,99,93,84,3,1,5,0,0,6,1564,1479,85,80,72,3,1,4,0,0,5,644,596,48,482013115003,428,15000US482013115003,150,48,201,311500,3,2391,222,2169,0,482013115003,6725579.684586,13283.105848,9.284818,90.715182,0
429,48,201,311500,4,1958,572,1958,1885,73,72,61,4,0,3,0,4,1,1390,1321,69,68,57,4,0,3,0,4,1,572,521,51,482013115004,429,15000US482013115004,150,48,201,311500,4,1824,194,1614,16,482013115004,3901727.276122,10532.942975,10.635965,88.486842,0.877193
