OBJECTID_1,OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,GEOID,BG_ID_1,Median_HHI
50,50,48,201,210400,4,1064,308,1064,707,357,350,187,151,3,9,0,0,7,837,502,335,329,173,145,3,8,0,0,6,308,269,39,482012104004,15000US482012104004,482012104004,29554
51,51,48,201,210500,1,1399,486,1399,1317,82,80,55,24,0,1,0,0,2,1005,932,73,71,50,20,0,1,0,0,2,486,432,54,482012105001,15000US482012105001,482012105001,36331
52,52,48,201,210500,2,1838,653,1838,1425,413,410,67,332,4,4,0,3,3,1291,963,328,326,56,261,4,4,0,1,2,653,560,93,482012105002,15000US482012105002,482012105002,29231
53,53,48,201,210500,3,1645,554,1645,1354,291,287,103,179,2,1,0,2,4,1178,968,210,208,89,114,2,1,0,2,2,554,512,42,482012105003,15000US482012105003,482012105003,22227
54,54,48,201,210600,1,859,323,859,685,174,171,154,11,3,3,0,0,3,632,476,156,153,142,5,3,3,0,0,3,323,295,28,482012106001,15000US482012106001,482012106001,31522
55,55,48,201,210600,2,1243,605,1243,881,362,350,310,27,2,10,0,1,12,1011,683,328,319,282,25,2,9,0,1,9,605,519,86,482012106002,15000US482012106002,482012106002,60056
56,56,48,201,210600,3,1714,675,1714,1442,272,260,214,29,3,9,1,4,12,1315,1068,247,237,192,28,3,9,1,4,10,675,635,40,482012106003,15000US482012106003,482012106003,47212
57,57,48,201,210600,4,1681,656,1681,1370,311,308,257,29,6,14,0,2,3,1251,977,274,271,235,17,5,12,0,2,3,656,588,68,482012106004,15000US482012106004,482012106004,29270
58,58,48,201,210700,1,733,250,733,573,160,156,25,127,2,1,0,1,4,530,398,132,130,22,104,2,1,0,1,2,250,217,33,482012107001,15000US482012107001,482012107001,33571
59,59,48,201,210700,2,959,330,959,701,258,252,34,215,0,1,2,0,6,662,465,197,194,25,166,0,1,2,0,3,330,292,38,482012107002,15000US482012107002,482012107002,30192
60,60,48,201,210700,3,793,285,793,617,176,175,26,147,1,1,0,0,1,569,425,144,143,23,118,1,1,0,0,1,285,245,40,482012107003,15000US482012107003,482012107003,56029
61,61,48,201,210800,1,1382,556,1382,730,652,649,36,608,0,0,0,5,3,954,434,520,517,25,491,0,0,0,1,3,556,460,96,482012108001,15000US482012108001,482012108001,17250
62,62,48,201,210800,2,1371,550,1371,998,373,364,15,345,3,1,0,0,9,993,679,314,307,12,293,1,1,0,0,7,550,431,119,482012108002,15000US482012108002,482012108002,19091
63,63,48,201,210900,1,983,438,983,257,726,721,28,672,2,19,0,0,5,760,159,601,598,26,552,2,18,0,0,3,438,351,87,482012109001,15000US482012109001,482012109001,19966
64,64,48,201,210900,2,637,293,637,105,532,532,7,523,1,1,0,0,0,487,62,425,425,5,419,1,0,0,0,0,293,247,46,482012109002,15000US482012109002,482012109002,49667
65,65,48,201,211000,1,856,382,856,215,641,634,9,605,1,14,0,5,7,641,133,508,503,7,486,1,6,0,3,5,382,328,54,482012110001,15000US482012110001,482012110001,12456
66,66,48,201,211000,2,1183,511,1183,355,828,822,29,782,1,9,0,1,6,886,229,657,653,28,617,1,6,0,1,4,511,449,62,482012110002,15000US482012110002,482012110002,14830
67,67,48,201,211100,1,1374,605,1374,467,907,902,21,872,3,0,5,1,5,1017,292,725,723,16,700,3,0,3,1,2,605,499,106,482012111001,15000US482012111001,482012111001,14874
68,68,48,201,211100,2,788,290,788,438,350,346,8,338,0,0,0,0,4,529,272,257,253,7,246,0,0,0,0,4,290,240,50,482012111002,15000US482012111002,482012111002,15410
69,69,48,201,211100,3,865,367,865,377,488,481,2,473,0,6,0,0,7,638,237,401,398,2,390,0,6,0,0,3,367,298,69,482012111003,15000US482012111003,482012111003,13889
70,70,48,201,211100,4,802,286,802,656,146,144,2,142,0,0,0,0,2,579,466,113,112,2,110,0,0,0,0,1,286,248,38,482012111004,15000US482012111004,482012111004,28780
71,71,48,201,211100,5,860,305,860,389,471,464,8,450,5,0,0,1,7,573,230,343,337,8,323,5,0,0,1,6,305,263,42,482012111005,15000US482012111005,482012111005,28500
72,72,48,201,211100,6,1315,503,1315,829,486,479,11,457,9,2,0,0,7,887,513,374,367,7,350,8,2,0,0,7,503,406,97,482012111006,15000US482012111006,482012111006,21465
73,73,48,201,211200,1,829,453,829,152,677,673,15,655,1,1,0,1,4,639,97,542,538,11,525,0,1,0,1,4,453,344,109,482012112001,15000US482012112001,482012112001,18490
74,74,48,201,211200,2,1245,612,1245,330,915,909,5,892,3,7,1,1,6,895,188,707,701,5,688,3,3,1,1,6,612,488,124,482012112002,15000US482012112002,482012112002,30147
75,75,48,201,211200,3,757,318,757,469,288,284,9,274,0,1,0,0,4,566,336,230,226,9,216,0,1,0,0,4,318,255,63,482012112003,15000US482012112003,482012112003,22986
76,76,48,201,211300,1,766,439,766,177,589,584,26,556,2,0,0,0,5,596,116,480,476,26,448,2,0,0,0,4,439,372,67,482012113001,15000US482012113001,482012113001,6679
77,77,48,201,211300,2,1423,603,1423,392,1031,1017,29,987,0,0,0,1,14,872,223,649,641,18,623,0,0,0,0,8,603,488,115,482012113002,15000US482012113002,482012113002,13594
78,78,48,201,211300,3,1003,456,1003,268,735,730,45,680,0,0,0,5,5,762,175,587,584,44,535,0,0,0,5,3,456,335,121,482012113003,15000US482012113003,482012113003,23409
79,79,48,201,211300,4,1086,525,1086,315,771,768,5,762,0,0,0,1,3,797,204,593,591,4,586,0,0,0,1,2,525,397,128,482012113004,15000US482012113004,482012113004,18359
80,80,48,201,211300,5,768,362,768,249,519,512,8,499,1,0,1,3,7,550,150,400,397,8,386,1,0,1,1,3,362,266,96,482012113005,15000US482012113005,482012113005,23546
81,81,48,201,211400,1,1088,459,1088,384,704,701,17,671,6,7,0,0,3,760,240,520,517,15,495,4,3,0,0,3,459,378,81,482012114001,15000US482012114001,482012114001,42500
82,82,48,201,211400,2,1440,542,1440,339,1101,1096,49,1043,1,3,0,0,5,856,188,668,665,44,617,1,3,0,0,3,542,479,63,482012114002,15000US482012114002,482012114002,15882
83,83,48,201,211400,3,1162,536,1162,587,575,565,222,272,5,60,5,1,10,910,408,502,496,212,224,2,55,2,1,6,536,459,77,482012114003,15000US482012114003,482012114003,87096
84,84,48,201,211500,1,1216,359,1216,1183,33,33,23,10,0,0,0,0,0,840,821,19,19,14,5,0,0,0,0,0,359,322,37,482012115001,15000US482012115001,482012115001,30875
85,85,48,201,211500,2,2190,687,2190,1862,328,321,84,220,5,9,2,1,7,1509,1256,253,247,65,170,4,5,2,1,6,687,631,56,482012115002,15000US482012115002,482012115002,36569
86,86,48,201,211500,3,1703,527,1703,1613,90,87,84,2,1,0,0,0,3,1169,1100,69,66,63,2,1,0,0,0,3,527,463,64,482012115003,15000US482012115003,482012115003,34257
87,87,48,201,211500,4,835,258,835,787,48,48,40,7,0,1,0,0,0,583,543,40,40,34,5,0,1,0,0,0,258,226,32,482012115004,15000US482012115004,482012115004,35687
88,88,48,201,211500,5,963,285,963,918,45,45,39,2,0,1,0,3,0,632,598,34,34,30,2,0,1,0,1,0,285,256,29,482012115005,15000US482012115005,482012115005,19760
89,89,48,201,211600,1,1139,580,1139,978,161,160,42,116,2,0,0,0,1,824,689,135,134,36,97,1,0,0,0,1,580,361,219,482012116001,15000US482012116001,482012116001,31765
90,90,48,201,211600,2,1672,588,1672,1315,357,353,58,276,9,6,0,4,4,1160,883,277,274,47,211,7,5,0,4,3,588,497,91,482012116002,15000US482012116002,482012116002,31667
91,91,48,201,211700,1,1511,672,1511,210,1301,1291,8,1281,1,0,1,0,10,1136,127,1009,1001,6,994,0,0,1,0,8,672,593,79,482012117001,15000US482012117001,482012117001,29496
92,92,48,201,211700,2,1033,370,1033,531,502,490,16,472,0,0,1,1,12,748,351,397,391,13,376,0,0,1,1,6,370,324,46,482012117002,15000US482012117002,482012117002,17396
93,93,48,201,211700,3,1342,611,1342,464,878,871,18,834,9,5,0,5,7,968,301,667,662,16,636,5,3,0,2,5,611,491,120,482012117003,15000US482012117003,482012117003,21292
94,94,48,201,211900,1,1517,455,1517,1464,53,53,35,14,2,1,0,1,0,1036,994,42,42,30,9,1,1,0,1,0,455,409,46,482012119001,15000US482012119001,482012119001,32857
95,95,48,201,211900,2,1401,412,1401,1367,34,33,29,4,0,0,0,0,1,932,905,27,26,23,3,0,0,0,0,1,412,374,38,482012119002,15000US482012119002,482012119002,28616
96,96,48,201,211900,3,1300,405,1300,1253,47,46,37,4,3,2,0,0,1,848,804,44,43,37,2,3,1,0,0,1,405,360,45,482012119003,15000US482012119003,482012119003,31350
97,97,48,201,211900,4,1007,295,1007,973,34,34,23,1,1,6,0,3,0,710,685,25,25,20,1,1,2,0,1,0,295,274,21,482012119004,15000US482012119004,482012119004,30031
98,98,48,201,212300,1,1107,390,1107,988,119,119,74,40,1,3,0,1,0,798,693,105,105,69,31,1,3,0,1,0,390,339,51,482012123001,15000US482012123001,482012123001,21161
99,99,48,201,212300,2,972,339,972,894,78,76,57,13,1,4,0,1,2,690,624,66,64,46,13,1,4,0,0,2,339,296,43,482012123002,15000US482012123002,482012123002,29453
100,100,48,201,212300,3,676,335,676,493,183,180,32,146,0,1,0,1,3,467,311,156,153,32,119,0,1,0,1,3,335,234,101,482012123003,15000US482012123003,482012123003,12368
101,101,48,201,212300,4,1401,534,1401,1326,75,71,35,28,6,2,0,0,4,987,922,65,64,30,26,6,2,0,0,1,534,436,98,482012123004,15000US482012123004,482012123004,24107
102,102,48,201,212300,5,1225,468,1225,1107,118,114,90,18,1,5,0,0,4,909,803,106,104,81,18,1,4,0,0,2,468,394,74,482012123005,15000US482012123005,482012123005,20809
103,103,48,201,212400,1,1479,474,1479,1402,77,74,43,25,0,5,0,1,3,1022,953,69,67,41,20,0,5,0,1,2,474,428,46,482012124001,15000US482012124001,482012124001,28622
104,104,48,201,212400,2,897,291,897,704,193,193,25,156,12,0,0,0,0,639,474,165,165,22,132,11,0,0,0,0,291,266,25,482012124002,15000US482012124002,482012124002,33023
105,105,48,201,212400,3,840,277,840,813,27,25,14,5,0,2,0,4,2,593,568,25,23,14,5,0,2,0,2,2,277,244,33,482012124003,15000US482012124003,482012124003,15313
106,106,48,201,212500,1,1187,429,1187,675,512,506,11,488,4,2,0,1,6,866,450,416,410,11,392,4,2,0,1,6,429,378,51,482012125001,15000US482012125001,482012125001,32067
107,107,48,201,212500,2,1432,656,1432,196,1236,1222,14,1200,0,5,1,2,14,1137,122,1015,1004,8,994,0,0,0,2,11,656,588,68,482012125002,15000US482012125002,482012125002,30615
108,108,48,201,212500,3,991,481,991,144,847,835,15,816,0,1,0,3,12,807,83,724,717,13,701,0,1,0,2,7,481,428,53,482012125003,15000US482012125003,482012125003,32837
109,109,48,201,220100,1,1394,488,1394,689,705,694,25,660,6,1,0,2,11,952,431,521,514,17,491,4,1,0,1,7,488,423,65,482012201001,15000US482012201001,482012201001,24007
110,110,48,201,220100,2,703,237,703,349,354,353,14,336,3,0,0,0,1,495,216,279,278,5,270,3,0,0,0,1,237,210,27,482012201002,15000US482012201002,482012201002,37703
111,111,48,201,220200,1,1951,630,1951,1794,157,155,129,22,4,0,0,0,2,1374,1233,141,139,119,18,2,0,0,0,2,630,577,53,482012202001,15000US482012202001,482012202001,24318
112,112,48,201,220200,2,1079,386,1079,1005,74,74,58,14,1,1,0,0,0,778,711,67,67,55,10,1,1,0,0,0,386,329,57,482012202002,15000US482012202002,482012202002,28024
113,113,48,201,220300,1,1136,381,1136,1014,122,120,80,21,1,13,0,5,2,800,691,109,109,76,18,1,10,0,4,0,381,349,32,482012203001,15000US482012203001,482012203001,29176
114,114,48,201,220300,2,976,287,976,898,78,77,69,7,0,1,0,0,1,660,594,66,65,59,5,0,1,0,0,1,287,262,25,482012203002,15000US482012203002,482012203002,37404
115,115,48,201,220300,3,2397,753,2397,2165,232,230,199,27,1,1,0,2,2,1672,1468,204,203,178,22,1,1,0,1,1,753,687,66,482012203003,15000US482012203003,482012203003,33750
116,116,48,201,220400,1,1448,430,1448,1240,208,205,52,147,1,5,0,0,3,879,753,126,125,44,77,1,3,0,0,1,430,392,38,482012204001,15000US482012204001,482012204001,32933
117,117,48,201,220400,2,2468,753,2468,2268,200,197,164,30,0,2,0,1,3,1692,1516,176,173,148,22,0,2,0,1,3,753,668,85,482012204002,15000US482012204002,482012204002,26789
118,118,48,201,220400,3,1105,306,1105,999,106,101,82,14,3,2,0,0,5,754,662,92,89,74,12,1,2,0,0,3,306,293,13,482012204003,15000US482012204003,482012204003,33006
119,119,48,201,220500,1,920,326,920,824,96,92,65,26,0,1,0,0,4,677,590,87,85,59,25,0,1,0,0,2,326,299,27,482012205001,15000US482012205001,482012205001,28105
120,120,48,201,220500,2,1964,752,1964,1471,493,480,355,122,2,1,0,0,13,1439,995,444,433,328,102,2,1,0,0,11,752,712,40,482012205002,15000US482012205002,482012205002,25636
121,121,48,201,220500,3,1404,865,1404,854,550,544,165,360,1,17,0,1,6,1194,653,541,535,156,360,1,17,0,1,6,865,809,56,482012205003,15000US482012205003,482012205003,14273
122,122,48,201,220600,1,2850,861,2850,1996,854,851,157,682,6,4,0,2,3,1769,1301,468,466,120,336,4,4,0,2,2,861,786,75,482012206001,15000US482012206001,482012206001,31719
123,123,48,201,220600,2,1044,288,1044,941,103,101,87,12,0,1,1,0,2,700,611,89,89,77,10,0,1,1,0,0,288,265,23,482012206002,15000US482012206002,482012206002,49408
124,124,48,201,220700,1,1176,451,1176,754,422,418,80,330,1,2,0,5,4,798,470,328,324,69,252,0,1,0,2,4,451,410,41,482012207001,15000US482012207001,482012207001,24167
125,125,48,201,220700,2,953,315,953,767,186,185,19,166,0,0,0,0,1,674,508,166,165,16,149,0,0,0,0,1,315,276,39,482012207002,15000US482012207002,482012207002,30688
126,126,48,201,220700,3,746,257,746,543,203,203,3,200,0,0,0,0,0,532,362,170,170,3,167,0,0,0,0,0,257,221,36,482012207003,15000US482012207003,482012207003,40403
127,127,48,201,220700,4,1403,452,1403,1105,298,285,19,238,5,21,0,2,13,934,700,234,227,18,195,5,9,0,0,7,452,401,51,482012207004,15000US482012207004,482012207004,25873
128,128,48,201,220700,5,2039,611,2039,1313,726,724,80,637,4,2,0,1,2,1260,838,422,421,65,350,4,2,0,0,1,611,558,53,482012207005,15000US482012207005,482012207005,14956
129,129,48,201,220800,1,1152,381,1152,926,226,223,15,206,0,0,0,2,3,735,547,188,187,14,171,0,0,0,2,1,381,326,55,482012208001,15000US482012208001,482012208001,26792
130,130,48,201,220800,2,2137,854,2137,649,1488,1479,54,1406,6,12,0,1,9,1383,376,1007,1002,49,940,3,9,0,1,5,854,758,96,482012208002,15000US482012208002,482012208002,11652
131,131,48,201,220900,1,857,235,857,641,216,210,29,171,1,6,0,3,6,532,402,130,128,28,92,1,4,0,3,2,235,200,35,482012209001,15000US482012209001,482012209001,34049
132,132,48,201,220900,2,995,315,995,858,137,136,20,105,2,9,0,0,1,681,575,106,105,18,77,1,9,0,0,1,315,280,35,482012209002,15000US482012209002,482012209002,34945
133,133,48,201,221000,1,1768,539,1768,1158,610,598,208,378,0,6,0,6,12,1213,740,473,464,178,278,0,4,0,4,9,539,421,118,482012210001,15000US482012210001,482012210001,35848
134,134,48,201,221000,2,2269,648,2269,1990,279,275,118,150,1,1,0,5,4,1466,1253,213,211,106,101,1,1,0,2,2,648,553,95,482012210002,15000US482012210002,482012210002,27617
135,135,48,201,221100,1,1462,443,1462,1306,156,156,131,12,3,10,0,0,0,976,841,135,135,115,7,3,10,0,0,0,443,398,45,482012211001,15000US482012211001,482012211001,32232
136,136,48,201,221100,2,1195,333,1195,1065,130,129,117,11,0,1,0,0,1,774,674,100,99,93,5,0,1,0,0,1,333,300,33,482012211002,15000US482012211002,482012211002,27969
137,137,48,201,221100,3,941,270,941,832,109,109,66,19,2,18,0,4,0,627,529,98,98,62,19,2,14,0,1,0,270,242,28,482012211003,15000US482012211003,482012211003,42667
138,138,48,201,221200,1,1923,568,1923,1617,306,302,263,35,4,0,0,0,4,1310,1037,273,270,238,28,4,0,0,0,3,568,519,49,482012212001,15000US482012212001,482012212001,45972
139,139,48,201,221200,2,1069,303,1069,968,101,99,83,14,1,0,0,1,2,714,625,89,87,76,10,1,0,0,0,2,303,282,21,482012212002,15000US482012212002,482012212002,37845
140,140,48,201,221200,3,3002,828,3002,2599,403,395,344,42,1,5,2,1,8,2023,1685,338,333,294,31,1,5,1,1,5,828,778,50,482012212003,15000US482012212003,482012212003,29556
141,141,48,201,221300,1,1826,537,1826,1683,143,141,92,28,0,13,3,5,2,1218,1104,114,113,76,20,0,13,3,1,1,537,498,39,482012213001,15000US482012213001,482012213001,41108
142,142,48,201,221300,2,879,245,879,764,115,113,92,18,3,0,0,0,2,570,473,97,95,79,15,1,0,0,0,2,245,226,19,482012213002,15000US482012213002,482012213002,35882
143,143,48,201,221300,3,1181,343,1181,1083,98,96,81,11,1,2,0,1,2,786,695,91,91,78,10,0,2,0,1,0,343,320,23,482012213003,15000US482012213003,482012213003,40771
144,144,48,201,221300,4,2252,646,2252,2035,217,215,193,18,1,1,0,2,2,1518,1325,193,191,176,13,1,1,0,0,2,646,597,49,482012213004,15000US482012213004,482012213004,41641
145,145,48,201,221300,5,2455,672,2455,2153,302,286,242,34,2,8,0,0,16,1639,1383,256,247,212,26,2,7,0,0,9,672,613,59,482012213005,15000US482012213005,482012213005,36764
146,146,48,201,221400,1,1090,308,1090,971,119,112,58,53,0,1,0,0,7,705,616,89,88,48,39,0,1,0,0,1,308,286,22,482012214001,15000US482012214001,482012214001,33750
147,147,48,201,221400,2,2201,661,2201,1959,242,237,209,18,1,8,0,1,5,1466,1249,217,216,192,15,1,8,0,0,1,661,608,53,482012214002,15000US482012214002,482012214002,37632
148,148,48,201,221400,3,2846,1019,2846,2540,306,299,201,90,3,0,0,5,7,1883,1625,258,253,184,63,3,0,0,3,5,1019,840,179,482012214003,15000US482012214003,482012214003,26739
149,149,48,201,221500,1,2957,833,2957,2642,315,307,225,64,1,13,0,4,8,1932,1664,268,260,202,43,1,13,0,1,8,833,787,46,482012215001,15000US482012215001,482012215001,30714
150,150,48,201,221500,2,2975,1047,2975,1822,1153,1134,94,1025,0,12,1,2,19,1925,1188,737,726,73,640,0,11,1,1,11,1047,939,108,482012215002,15000US482012215002,482012215002,17591
151,151,48,201,221500,3,2327,694,2327,1876,451,450,264,168,2,8,0,8,1,1646,1237,409,408,238,154,2,8,0,6,1,694,651,43,482012215003,15000US482012215003,482012215003,40060
152,152,48,201,221600,1,619,163,619,509,110,109,90,17,0,2,0,0,1,408,306,102,101,84,15,0,2,0,0,1,163,153,10,482012216001,15000US482012216001,482012216001,62279
153,153,48,201,221600,3,1527,410,1527,1270,257,248,202,17,1,25,0,3,9,1018,800,218,214,181,10,1,20,0,2,4,410,395,15,482012216003,15000US482012216003,482012216003,36683
154,154,48,201,221600,4,45,16,45,25,20,17,7,9,0,1,0,0,3,31,15,16,15,7,7,0,1,0,0,1,16,16,0,482012216004,15000US482012216004,482012216004,40378
155,155,48,201,221700,1,1423,384,1423,1242,181,176,143,13,5,9,0,6,5,963,803,160,158,129,11,5,8,0,5,2,384,353,31,482012217001,15000US482012217001,482012217001,34534
156,156,48,201,221700,2,2203,649,2203,1987,216,215,180,24,1,7,1,2,1,1461,1272,189,188,159,18,1,7,1,2,1,649,585,64,482012217002,15000US482012217002,482012217002,50029
157,157,48,201,221700,3,719,191,719,588,131,130,109,16,0,5,0,0,1,490,376,114,114,97,13,0,4,0,0,0,191,183,8,482012217003,15000US482012217003,482012217003,47917
158,158,48,201,221800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012218001,15000US482012218001,482012218001,35218
159,159,48,201,221800,2,16,8,16,15,1,1,1,0,0,0,0,0,0,15,14,1,1,1,0,0,0,0,0,0,8,6,2,482012218002,15000US482012218002,482012218002,46304
160,160,48,201,221900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012219001,15000US482012219001,482012219001,35066
161,161,48,201,221900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012219002,15000US482012219002,482012219002,52083
162,162,48,201,221900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012219003,15000US482012219003,482012219003,27143
163,163,48,201,222000,1,2435,586,2435,2089,346,334,213,113,7,1,0,0,12,1693,1386,307,298,193,99,5,1,0,0,9,586,557,29,482012220001,15000US482012220001,482012220001,30625
164,164,48,201,222100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012221002,15000US482012221002,482012221002,33512
165,165,48,201,222300,1,119,33,119,106,13,13,13,0,0,0,0,0,0,72,66,6,6,6,0,0,0,0,0,0,33,33,0,482012223001,15000US482012223001,482012223001,46619
166,166,48,201,222300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012223002,15000US482012223002,482012223002,50129
167,167,48,201,222300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012223003,15000US482012223003,482012223003,43806
168,168,48,201,222401,2,391,126,391,308,83,83,54,5,0,22,0,2,0,265,199,66,66,48,4,0,14,0,0,0,126,100,26,482012224012,15000US482012224012,482012224012,32985
169,169,48,201,222402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012224021,15000US482012224021,482012224021,38810
170,170,48,201,222501,1,1011,381,1011,873,138,137,29,94,0,13,0,1,1,658,559,99,98,27,63,0,7,0,1,1,381,279,102,482012225011,15000US482012225011,482012225011,21613
171,171,48,201,222501,2,1849,493,1849,1637,212,208,139,62,0,4,3,0,4,1286,1097,189,186,130,49,0,4,3,0,3,493,477,16,482012225012,15000US482012225012,482012225012,32531
172,172,48,201,222502,1,5,1,5,1,4,4,4,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,0,482012225021,15000US482012225021,482012225021,31803
173,173,48,201,222502,2,2486,636,2486,2045,441,431,291,133,0,7,0,0,10,1661,1303,358,350,252,91,0,7,0,0,8,636,618,18,482012225022,15000US482012225022,482012225022,55688
174,174,48,201,222503,1,2239,550,2239,1984,255,255,173,64,4,14,0,0,0,1512,1289,223,223,162,45,3,13,0,0,0,550,531,19,482012225031,15000US482012225031,482012225031,46118
175,175,48,201,222503,2,2062,678,2062,1974,88,84,38,40,0,2,1,3,4,1352,1281,71,67,31,32,0,2,1,1,4,678,570,108,482012225032,15000US482012225032,482012225032,27617
176,176,48,201,222503,3,2313,742,2313,1860,453,440,110,320,0,9,0,1,13,1507,1167,340,331,98,223,0,9,0,1,9,742,617,125,482012225033,15000US482012225033,482012225033,38027
177,177,48,201,222600,1,2716,1349,2716,1897,819,808,75,710,4,15,1,3,11,1906,1238,668,662,72,573,1,14,1,1,6,1349,1062,287,482012226001,15000US482012226001,482012226001,19052
178,178,48,201,222600,2,2231,778,2231,2156,75,73,31,29,1,12,0,0,2,1399,1340,59,57,22,26,1,8,0,0,2,778,645,133,482012226002,15000US482012226002,482012226002,27644
179,179,48,201,222700,1,1143,532,1143,239,904,902,56,843,0,3,0,0,2,703,126,577,575,49,523,0,3,0,0,2,532,432,100,482012227001,15000US482012227001,482012227001,25000
180,180,48,201,222700,2,34,11,34,21,13,12,7,5,0,0,0,0,1,23,10,13,12,7,5,0,0,0,0,1,11,11,0,482012227002,15000US482012227002,482012227002,6230
181,181,48,201,222900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012229001,15000US482012229001,482012229001,31190
182,182,48,201,222900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012229002,15000US482012229002,482012229002,47275
183,183,48,201,222900,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012229004,15000US482012229004,482012229004,47692
184,184,48,201,223100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012231001,15000US482012231001,482012231001,38864
185,185,48,201,230100,1,1705,688,1705,311,1394,1384,19,1363,1,0,0,1,10,1155,182,973,963,18,943,1,0,0,1,10,688,597,91,482012301001,15000US482012301001,482012301001,28581
186,186,48,201,230200,1,697,370,697,69,628,621,35,585,1,0,0,0,7,595,48,547,542,35,507,0,0,0,0,5,370,294,76,482012302001,15000US482012302001,482012302001,22813
187,187,48,201,230200,2,614,278,614,103,511,511,5,504,0,2,0,0,0,459,51,408,408,4,402,0,2,0,0,0,278,222,56,482012302002,15000US482012302002,482012302002,33278
188,188,48,201,230200,3,1605,611,1605,151,1454,1438,18,1416,1,1,0,2,16,1081,75,1006,994,10,980,1,1,0,2,12,611,536,75,482012302003,15000US482012302003,482012302003,25643
189,189,48,201,230200,4,1346,562,1346,238,1108,1094,46,1029,1,7,0,11,14,1039,155,884,877,35,827,1,7,0,7,7,562,498,64,482012302004,15000US482012302004,482012302004,35625
190,190,48,201,230200,5,792,303,792,77,715,710,8,701,1,0,0,0,5,600,54,546,541,7,533,1,0,0,0,5,303,288,15,482012302005,15000US482012302005,482012302005,44178
191,191,48,201,230300,1,1185,565,1185,320,865,858,22,834,1,0,0,1,7,889,181,708,701,19,681,0,0,0,1,7,565,440,125,482012303001,15000US482012303001,482012303001,25743
192,192,48,201,230300,2,618,311,618,98,520,511,6,505,0,0,0,0,9,437,46,391,385,5,380,0,0,0,0,6,311,238,73,482012303002,15000US482012303002,482012303002,16985
193,193,48,201,230400,1,843,344,843,289,554,551,8,542,0,0,1,0,3,631,181,450,447,8,438,0,0,1,0,3,344,286,58,482012304001,15000US482012304001,482012304001,22917
194,194,48,201,230400,2,1482,603,1482,616,866,855,18,833,2,2,0,0,11,1037,361,676,669,14,651,2,2,0,0,7,603,511,92,482012304002,15000US482012304002,482012304002,24507
195,195,48,201,230400,3,1394,577,1394,867,527,523,26,494,2,0,0,1,4,991,557,434,430,23,404,2,0,0,1,4,577,454,123,482012304003,15000US482012304003,482012304003,29167
196,196,48,201,230500,1,1261,350,1261,1110,151,149,58,84,0,3,0,4,2,843,724,119,118,50,65,0,3,0,0,1,350,322,28,482012305001,15000US482012305001,482012305001,42875
197,197,48,201,230500,2,1359,387,1359,1176,183,173,64,102,0,6,0,1,10,913,768,145,140,53,81,0,6,0,0,5,387,353,34,482012305002,15000US482012305002,482012305002,38563
198,198,48,201,230500,3,1554,508,1554,1026,528,521,23,492,3,1,1,1,7,1115,674,441,436,22,410,2,1,1,0,5,508,456,52,482012305003,15000US482012305003,482012305003,26366
199,199,48,201,230600,1,1126,425,1126,404,722,720,14,704,1,1,0,0,2,800,248,552,552,13,537,1,1,0,0,0,425,373,52,482012306001,15000US482012306001,482012306001,32279
200,200,48,201,230600,2,1446,597,1446,477,969,954,23,920,4,6,0,1,15,1099,308,791,783,20,752,4,6,0,1,8,597,487,110,482012306002,15000US482012306002,482012306002,20035
