OBJECTID,STATE,COUNTY,TRACT,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPop,SUM_NonHispPop,SUM_NHOneRace,SUM_NH_White,SUM_NH_Black,SUM_NH_AmInd,SUM_NH_Asian,SUM_NH_HawPacI,SUM_NH_Other,SUM_NH_2orMore,SUM_VAP_TotPop,SUM_VAP_HispPo,SUM_VAP_NonHis,SUM_VAP_NHOneR,SUM_VAP_NH_Whi,SUM_VAP_NH_Bla,SUM_VAP_NH_AmI,SUM_VAP_NH_Asi,SUM_VAP_HawPac,SUM_VAP_NH_Oth,SUM_VAP_NH_2or,SUM_TotHousing,SUM_OccHU,SUM_VacantHU,Shapearea,Shapelen
551,48,201,343301,4452,1530,4452,1453,2999,2950,2767,100,20,54,3,6,49,3201,909,2292,2266,2131,74,11,45,1,4,26,1530,1473,57,124309896.307176,55591.451933
552,48,201,343302,4763,1710,4763,1265,3498,3429,3117,247,13,38,2,12,69,3459,823,2636,2604,2375,182,9,32,2,4,32,1710,1639,71,48607178.345515,33456.756252
553,48,201,343600,3317,1426,3317,1113,2204,2128,1825,257,20,21,0,5,76,2464,705,1759,1721,1509,181,13,16,0,2,38,1426,1221,205,764912219.108601,162855.648367
554,48,201,343700,2945,1202,2945,1069,1876,1838,1219,574,4,39,1,1,38,2130,680,1450,1429,964,427,3,34,1,0,21,1202,1053,149,444841741.190417,120278.058538
555,48,201,350100,15280,4845,15280,4568,10712,10491,4561,2496,22,3374,7,31,221,10768,2872,7896,7797,3819,1589,16,2352,4,17,99,4845,4711,134,216241376.149489,113855.981864
556,48,201,350200,8405,2757,8405,4125,4280,4190,2697,847,21,608,1,16,90,6049,2657,3392,3351,2212,618,17,495,1,8,41,2757,2623,134,38135633.194687,27136.06043
557,48,201,350300,5904,2070,5904,2114,3790,3711,2477,785,12,426,1,10,79,4510,1402,3108,3069,2102,597,10,349,1,10,39,2070,2003,67,24536832.56466,20053.135146
558,48,201,350400,6182,2106,6182,2957,3225,3136,1408,1099,10,592,14,13,89,4236,1841,2395,2347,1159,705,5,458,13,7,48,2106,1993,113,28465477.353373,22329.997136
559,48,201,350500,6848,2364,6848,3489,3359,3269,1530,863,18,842,4,12,90,4801,2221,2580,2530,1232,628,11,647,2,10,50,2364,2226,138,62916120.670019,36220.709815
560,48,201,350601,4115,1554,4115,922,3193,3065,2392,365,1,302,1,4,128,3029,606,2423,2365,1831,273,1,257,1,2,58,1554,1488,66,143646683.918454,69251.471549
561,48,201,350602,8714,2996,8714,1686,7028,6869,4730,959,30,1130,8,12,159,6123,1054,5069,4983,3449,673,20,828,8,5,86,2996,2908,88,34465464.196099,28701.922473
562,48,201,350700,2272,861,2272,391,1881,1831,1721,73,6,20,0,11,50,1740,259,1481,1456,1389,45,6,11,0,5,25,861,831,30,15834378.857495,30001.925326
563,48,201,350801,4855,2077,4855,1283,3572,3427,2792,440,18,169,4,4,145,3546,853,2693,2628,2161,322,13,127,3,2,65,2077,1926,151,20367325.468519,24118.884039
564,48,201,350802,7084,3072,7084,1268,5816,5685,4129,648,15,873,7,13,131,5254,829,4425,4363,3211,468,15,655,4,10,62,3072,2833,239,161352709.466126,64831.968126
565,48,201,410100,3793,2126,3793,709,3084,3000,1275,1403,13,300,1,8,84,3033,545,2488,2432,1240,890,13,282,1,6,56,2126,1972,154,13144293.055776,15820.620778
566,48,201,410200,4202,2878,4202,774,3428,3343,2942,136,13,245,2,5,85,3940,667,3273,3208,2833,127,12,229,2,5,65,2878,2559,319,13954697.674234,14823.841964
567,48,201,410300,2621,1708,2621,379,2242,2202,1854,146,4,187,0,11,40,2404,320,2084,2053,1747,124,4,168,0,10,31,1708,1513,195,11104083.477625,14457.404525
568,48,201,410401,3807,2397,3807,672,3135,3075,2781,89,6,182,2,15,60,3420,542,2878,2832,2567,82,6,164,2,11,46,2397,2193,204,9459846.243657,12410.430391
569,48,201,410402,2556,1571,2556,673,1883,1833,1582,86,2,154,0,9,50,2249,512,1737,1711,1476,79,2,148,0,6,26,1571,1418,153,7820721.143161,11656.310756
570,48,201,410500,4209,2920,4209,740,3469,3392,2996,125,8,254,0,9,77,3940,656,3284,3232,2866,119,8,230,0,9,52,2920,2538,382,11842327.253752,17608.882665
571,48,201,410600,3206,2700,3206,435,2771,2707,2305,184,10,192,3,13,64,3091,366,2725,2664,2279,172,10,188,3,12,61,2700,2206,494,10880503.923952,15635.69582
572,48,201,410701,3640,2617,3640,572,3068,3014,2647,220,6,129,3,9,54,3413,506,2907,2862,2510,211,5,124,3,9,45,2617,2296,321,11653829.171359,15461.684063
573,48,201,410702,2622,1782,2622,554,2068,2018,1563,192,4,251,2,6,50,2460,465,1995,1949,1507,191,4,240,2,5,46,1782,1506,276,9789184.392952,17531.348308
574,48,201,410800,3818,2575,3818,984,2834,2755,2456,109,4,178,4,4,79,3362,772,2590,2531,2260,102,4,159,4,2,59,2575,2267,308,11082622.813884,13270.030768
575,48,201,410900,2684,1809,2684,514,2170,2127,1845,127,3,146,1,5,43,2421,421,2000,1969,1717,113,1,132,1,5,31,1809,1615,194,8079529.716981,17618.260323
576,48,201,411000,4162,3345,4162,462,3700,3646,3159,135,8,338,2,4,54,3883,420,3463,3417,2972,120,8,312,2,3,46,3345,2717,628,15641321.877247,20651.591001
577,48,201,411100,3450,1775,3450,343,3107,3074,2754,101,5,206,0,8,33,2732,255,2477,2466,2232,77,5,150,0,2,11,1775,1598,177,14478089.539351,17220.720178
578,48,201,411200,1803,770,1803,99,1704,1689,1597,14,2,74,0,2,15,1413,81,1332,1322,1250,11,2,57,0,2,10,770,715,55,37578660.787316,39974.221163
579,48,201,411300,3383,2689,3383,558,2825,2784,2230,241,8,298,3,4,41,3178,500,2678,2643,2145,207,8,277,3,3,35,2689,2268,421,15430291.356012,18652.879812
580,48,201,411400,2775,1317,2775,108,2667,2657,2551,34,1,70,0,1,10,2183,84,2099,2096,2021,23,1,50,0,1,3,1317,1200,117,18625704.604058,22769.37599
581,48,201,411501,5233,4199,5233,720,4513,4427,3635,271,5,504,5,7,86,4781,629,4152,4080,3347,243,5,475,4,6,72,4199,3272,927,16436976.927934,16020.538854
582,48,201,411502,3916,2891,3916,519,3397,3338,2699,193,7,428,2,9,59,3629,465,3164,3114,2536,169,7,391,2,9,50,2891,2591,300,19732141.091852,22548.100881
583,48,201,411600,2307,1280,2307,181,2126,2091,1949,57,6,78,1,0,35,1929,156,1773,1753,1631,51,6,64,1,0,20,1280,1129,151,14697401.97808,15943.642193
584,48,201,411700,2774,2049,2774,468,2306,2260,1635,245,5,373,1,1,46,2601,415,2186,2144,1565,233,5,339,1,1,42,2049,1893,156,13045338.720983,14613.741835
585,48,201,411800,4835,3196,4835,539,4296,4204,3354,153,11,669,2,15,92,4122,435,3687,3627,2947,130,9,530,0,11,60,3196,2852,344,23143391.315225,29732.131617
586,48,201,411900,3681,2298,3681,362,3319,3256,2936,77,9,224,2,8,63,3181,271,2910,2864,2573,69,9,208,2,3,46,2298,2051,247,19349151.659974,22166.574654
587,48,201,412000,2892,1449,2892,179,2713,2657,2391,44,9,207,0,6,56,2321,130,2191,2157,1947,29,7,171,0,3,34,1449,1306,143,16094153.263554,18670.762094
588,48,201,412100,2328,4,2328,305,2023,1979,1006,110,0,858,4,1,44,2322,305,2017,1974,1005,109,0,855,4,1,43,4,4,0,13095350.006398,15555.024358
589,48,201,412200,5355,2515,5355,449,4906,4785,3920,130,5,715,0,15,121,4206,351,3855,3793,3108,107,5,566,0,7,62,2515,2271,244,25960044.130372,22472.741084
590,48,201,412300,6527,2572,6527,411,6116,5972,5396,29,9,526,0,12,144,4658,272,4386,4341,3928,21,7,379,0,6,45,2572,2414,158,25623031.361867,21330.142999
591,48,201,412400,4541,1622,4541,293,4248,4182,3758,33,15,347,0,29,66,3101,182,2919,2903,2623,19,7,243,0,11,16,1622,1556,66,18169607.077225,26444.452646
592,48,201,412500,1715,663,1715,137,1578,1543,1229,43,3,261,0,7,35,1215,100,1115,1098,863,31,1,198,0,5,17,663,645,18,6910564.791943,15266.441073
593,48,201,412600,3737,1359,3737,323,3414,3337,2923,52,3,353,0,6,77,2515,187,2328,2299,2017,34,2,246,0,0,29,1359,1295,64,13042314.747523,18041.23999
594,48,201,412700,3262,1416,3262,359,2903,2854,2364,53,1,427,0,9,49,2457,251,2206,2180,1824,46,1,303,0,6,26,1416,1329,87,22159273.343606,20026.765003
595,48,201,412800,4930,1738,4930,462,4468,4380,3529,48,16,780,0,7,88,3247,290,2957,2916,2367,31,10,502,0,6,41,1738,1642,96,22081745.686062,19511.252945
596,48,201,412900,3892,2338,3892,494,3398,3297,1968,573,7,735,4,10,101,3291,385,2906,2840,1722,487,7,611,4,9,66,2338,2034,304,22563457.356873,21360.831208
597,48,201,413000,3460,1716,3460,543,2917,2853,2241,165,13,420,5,9,64,2570,375,2195,2172,1704,124,11,321,5,7,23,1716,1454,262,17395834.803946,20203.775945
598,48,201,413100,3087,1182,3087,284,2803,2713,2389,71,4,243,0,6,90,2144,162,1982,1940,1696,57,4,180,0,3,42,1182,1096,86,15570780.670635,19890.506813
599,48,201,413201,2626,1872,2626,360,2266,2211,1508,161,3,533,0,6,55,2378,304,2074,2025,1404,149,3,467,0,2,49,1872,1552,320,5204955.886926,13718.831693
600,48,201,413202,2878,2181,2878,454,2424,2359,1586,188,5,572,1,7,65,2624,405,2219,2165,1514,164,5,474,1,7,54,2181,1829,352,6101318.836662,11797.111377
601,48,201,413300,6897,3595,6897,901,5996,5861,3790,942,14,1099,7,9,135,5542,681,4861,4775,3105,767,14,878,5,6,86,3595,3243,352,34728217.094954,27668.744895
602,48,201,420100,3062,1541,3062,1251,1811,1773,394,1040,5,324,4,6,38,2339,843,1496,1472,345,846,5,270,4,2,24,1541,1388,153,12417180.752756,16907.070058
603,48,201,420200,2547,976,2547,1191,1356,1286,782,219,4,271,1,9,70,1945,810,1135,1090,682,171,3,228,1,5,45,976,918,58,17626487.155354,23292.474043
604,48,201,420300,3411,1687,3411,448,2963,2897,2153,572,5,157,2,8,66,2766,328,2438,2397,1759,496,5,129,2,6,41,1687,1593,94,25814409.331195,21544.92577
605,48,201,420400,3393,1602,3393,617,2776,2721,2285,175,4,255,0,2,55,2743,437,2306,2271,1923,136,4,206,0,2,35,1602,1514,88,26495768.459999,20887.067265
606,48,201,420500,4041,1439,4041,2956,1085,1071,130,648,2,286,0,5,14,2721,1854,867,859,111,500,2,245,0,1,8,1439,1251,188,24799866.202322,22238.93099
607,48,201,420600,2232,1019,2232,655,1577,1536,1212,218,1,103,0,2,41,1721,421,1300,1277,1035,151,1,88,0,2,23,1019,940,79,12969662.910935,19673.162663
608,48,201,420700,3139,1249,3139,275,2864,2824,2467,79,0,264,0,14,40,2405,190,2215,2198,1937,51,0,201,0,9,17,1249,1204,45,24705860.238288,22901.845477
609,48,201,420800,2512,1000,2512,194,2318,2281,1854,35,8,383,0,1,37,1979,141,1838,1825,1496,25,6,297,0,1,13,1000,965,35,22503558.147399,19048.517993
610,48,201,420900,6231,2297,6231,506,5725,5619,4610,116,6,875,1,11,106,4417,338,4079,4042,3334,82,2,620,1,3,37,2297,2167,130,37675457.862172,30988.963677
611,48,201,421000,2497,1002,2497,276,2221,2159,1786,58,0,298,0,17,62,1818,181,1637,1617,1338,45,0,227,0,7,20,1002,938,64,20070342.90529,25061.430807
612,48,201,421101,3729,1735,3729,2276,1453,1419,595,530,3,291,0,0,34,2756,1514,1242,1212,528,433,3,248,0,0,30,1735,1634,101,13442591.645485,18214.872838
613,48,201,421102,5544,2301,5544,4193,1351,1319,222,691,6,384,0,16,32,3840,2704,1136,1113,180,556,4,363,0,10,23,2301,1837,464,9028333.04632,12093.402516
614,48,201,421201,4399,1891,4399,3499,900,882,170,554,1,148,0,9,18,3137,2402,735,721,155,437,0,124,0,5,14,1891,1662,229,4904957.031452,8976.909825
615,48,201,421202,4145,1683,4145,3712,433,415,78,273,1,58,0,5,18,2790,2498,292,279,63,172,1,41,0,2,13,1683,1293,390,6065125.210658,12581.021766
616,48,201,421300,6635,2565,6635,3752,2883,2720,717,730,8,1255,0,10,163,4611,2542,2069,1964,526,565,4,861,0,8,105,2565,2255,310,15975013.085205,17754.47879
617,48,201,421401,3626,1374,3626,3120,506,493,78,190,3,214,0,8,13,2458,2085,373,365,61,119,2,180,0,3,8,1374,1093,281,3073692.571479,8044.182688
618,48,201,421402,3440,1382,3440,3293,147,143,52,80,0,8,0,3,4,2221,2113,108,107,32,68,0,6,0,1,1,1382,1017,365,1735238.49421,5274.29557
619,48,201,421403,4363,1339,4363,3685,678,657,216,243,0,193,0,5,21,3027,2520,507,489,179,152,0,156,0,2,18,1339,1226,113,7038756.818331,10616.743809
620,48,201,421500,6484,2781,6484,3772,2712,2643,836,1232,9,553,0,13,69,4774,2545,2229,2176,723,930,9,503,0,11,53,2781,2426,355,16425658.395385,18544.717448
621,48,201,421600,7014,2355,7014,5704,1310,1284,576,286,5,397,0,20,26,4562,3594,968,953,459,195,3,284,0,12,15,2355,2022,333,15678215.068938,20649.084932
622,48,201,421700,4560,1896,4560,1556,3004,2964,2236,152,4,566,0,6,40,3480,1022,2458,2434,1879,112,4,433,0,6,24,1896,1801,95,20351762.122172,21034.892516
623,48,201,421800,5005,2789,5005,971,4034,3917,2276,1159,12,457,0,13,117,3948,701,3247,3167,1921,871,11,357,0,7,80,2789,2427,362,12661844.419916,15893.838886
624,48,201,421900,2690,1127,2690,233,2457,2437,2261,50,3,112,0,11,20,2049,151,1898,1887,1754,39,3,84,0,7,11,1127,1083,44,18077871.609747,18813.749067
625,48,201,422000,2539,1081,2539,330,2209,2176,1924,102,7,137,0,6,33,1994,226,1768,1750,1556,75,5,110,0,4,18,1081,1040,41,15737200.554543,15869.867364
626,48,201,422100,5289,2046,5289,2264,3025,2952,1885,802,12,243,4,6,73,3996,1480,2516,2467,1650,597,10,202,3,5,49,2046,1905,141,25617867.390727,23874.580479
627,48,201,422200,4421,2674,4421,1007,3414,3365,129,3176,6,45,0,9,49,3010,636,2374,2343,116,2176,6,39,0,6,31,2674,1778,896,18909835.549256,17644.044519
628,48,201,422301,7108,2885,7108,2026,5082,4960,202,4056,9,675,6,12,122,4787,1316,3471,3402,168,2758,3,459,6,8,69,2885,2404,481,9748574.455429,13544.087542
629,48,201,422302,2350,974,2350,619,1731,1708,372,1234,2,97,0,3,23,1748,441,1307,1295,335,872,2,85,0,1,12,974,908,66,7472604.288798,11205.922803
630,48,201,422401,3910,1913,3910,1291,2619,2590,450,1923,7,201,0,9,29,2826,826,2000,1983,417,1374,7,180,0,5,17,1913,1685,228,8922800.842026,12268.331309
631,48,201,422402,6074,2165,6074,3774,2300,2260,1209,813,20,205,3,10,40,4215,2417,1798,1778,1034,563,15,158,3,5,20,2165,1980,185,14650316.142432,19088.861676
632,48,201,422500,5647,2682,5647,2311,3336,3255,1759,1124,7,336,0,29,81,4027,1415,2612,2560,1491,815,4,237,0,13,52,2682,2116,566,20024359.74225,18215.252037
633,48,201,422600,6380,2649,6380,3039,3341,3272,2394,694,6,159,1,18,69,4751,1982,2769,2728,2058,520,6,136,1,7,41,2649,2327,322,24544481.496303,20780.499166
634,48,201,422701,5083,1677,5083,3532,1551,1517,858,483,6,155,0,15,34,3569,2335,1234,1216,747,323,4,131,0,11,18,1677,1580,97,19775378.555939,21455.989306
635,48,201,422702,3347,1116,3347,2048,1299,1252,886,167,11,179,1,8,47,2530,1437,1093,1062,785,111,7,152,1,6,31,1116,1056,60,13840223.288771,15192.698672
636,48,201,422800,4916,1717,4916,2510,2406,2349,1397,681,12,249,2,8,57,3826,1665,2161,2128,1320,568,8,224,2,6,33,1717,1376,341,24758453.314165,20888.06986
637,48,201,422900,5027,2040,5027,2991,2036,1975,584,1204,15,166,0,6,61,3550,1958,1592,1545,527,863,10,142,0,3,47,2040,1827,213,17550062.478576,19893.673381
638,48,201,423000,4695,2355,4695,2969,1726,1688,543,1042,5,71,1,26,38,3345,1932,1413,1388,484,819,5,66,1,13,25,2355,1782,573,19864097.371456,20113.241741
639,48,201,423100,3161,1139,3161,2179,982,970,55,889,1,19,1,5,12,2037,1384,653,649,48,586,0,11,1,3,4,1139,1013,126,17793695.331939,23915.864102
640,48,201,423201,3233,1071,3233,1306,1927,1886,728,970,1,177,1,9,41,2370,860,1510,1480,639,684,1,152,1,3,30,1071,1023,48,21049647.527978,20478.866595
641,48,201,423202,6989,3108,6989,3288,3701,3627,470,2909,9,233,0,6,74,4833,2182,2651,2607,389,2016,8,193,0,1,44,3108,2586,522,15670654.422939,17142.820293
642,48,201,423301,3701,2052,3701,1072,2629,2595,1321,1059,8,187,2,18,34,2835,706,2129,2107,1151,785,6,158,2,5,22,2052,1561,491,18046236.009937,19497.758535
643,48,201,423302,5123,2404,5123,681,4442,4370,1016,3049,8,278,0,19,72,3950,470,3480,3429,862,2301,6,245,0,15,51,2404,2240,164,22010833.931424,19353.39759
644,48,201,423401,5153,1912,5153,905,4248,4188,873,3010,5,278,9,13,60,3680,573,3107,3070,598,2217,3,244,2,6,37,1912,1799,113,24456133.079759,21204.793546
645,48,201,423402,4207,1359,4207,892,3315,3273,157,2278,2,833,0,3,42,2997,586,2411,2388,150,1574,2,662,0,0,23,1359,1322,37,16508555.15613,18230.58061
646,48,201,423500,1927,722,1927,404,1523,1495,615,581,1,286,0,12,28,1498,268,1230,1209,532,440,1,232,0,4,21,722,698,24,13394140.220715,15867.411264
647,48,201,423600,6971,2292,6971,2426,4545,4486,658,3427,19,365,1,16,59,4994,1588,3406,3362,603,2431,12,303,1,12,44,2292,2165,127,35483254.29506,27567.265359
648,48,201,430100,5749,3464,5749,937,4812,4715,4030,220,3,449,1,12,97,4816,722,4094,4033,3486,179,2,354,1,11,61,3464,2950,514,46753012.574027,37468.011609
649,48,201,430200,1380,796,1380,256,1124,1107,940,31,4,126,0,6,17,1109,187,922,907,781,25,4,94,0,3,15,796,706,90,7622715.76434,16481.129603
650,48,201,430300,4367,1503,4367,197,4170,4108,3788,46,10,263,0,1,62,3063,139,2924,2895,2652,23,7,212,0,1,29,1503,1443,60,54771062.823784,39362.206076
651,48,201,430400,3125,1124,3125,142,2983,2933,2540,46,2,344,1,0,50,2338,105,2233,2204,1890,32,2,279,1,0,29,1124,1064,60,59511397.338118,40965.729627
652,48,201,430500,2557,1042,2557,281,2276,2208,1766,33,5,395,3,6,68,1822,177,1645,1610,1312,22,5,266,3,2,35,1042,975,67,24975425.487972,26730.259847
653,48,201,430600,3633,1259,3633,202,3431,3389,3000,11,4,354,2,18,42,2547,118,2429,2410,2132,7,2,259,2,8,19,1259,1207,52,40341057.437733,35605.367989
654,48,201,430700,3284,1673,3284,310,2974,2942,2280,55,9,587,0,11,32,2498,227,2271,2249,1795,39,8,402,0,5,22,1673,1542,131,19476467.3211,23671.641471
655,48,201,430800,4348,2084,4348,268,4080,4022,3340,48,8,611,10,5,58,3120,174,2946,2907,2423,38,8,426,8,4,39,2084,1706,378,35629284.23717,24979.080883
656,48,201,430900,5770,2767,5770,461,5309,5217,4263,46,10,884,1,13,92,4532,343,4189,4119,3470,32,6,603,1,7,70,2767,2606,161,30562462.810909,41767.409374
657,48,201,431000,5239,2654,5239,536,4703,4640,4065,176,9,380,2,8,63,4339,411,3928,3887,3429,136,9,307,2,4,41,2654,2453,201,45046881.623658,30956.173335
658,48,201,431101,3303,2274,3303,720,2583,2489,1663,581,2,224,1,18,94,2977,590,2387,2312,1579,519,2,195,1,16,75,2274,1977,297,9016019.862165,17984.538287
659,48,201,431102,3336,2262,3336,604,2732,2668,1663,632,9,342,0,22,64,2949,485,2464,2412,1544,526,9,318,0,15,52,2262,2000,262,10189155.011473,14910.536231
660,48,201,431201,4058,2479,4058,1037,3021,2907,1751,629,5,508,0,14,114,3541,812,2729,2642,1629,546,1,452,0,14,87,2479,2263,216,7213656.098513,12155.131162
661,48,201,431202,4592,2805,4592,884,3708,3622,2398,534,12,666,1,11,86,3901,724,3177,3119,2091,456,11,552,1,8,58,2805,2483,322,14133762.462149,18011.365402
662,48,201,431301,4516,2898,4516,1294,3222,3120,2138,573,15,377,1,16,102,3911,1049,2862,2786,1976,469,12,313,0,16,76,2898,2630,268,8111072.942151,12817.013494
663,48,201,431302,3929,2004,3929,412,3517,3460,3135,115,1,197,0,12,57,2992,296,2696,2655,2391,93,1,160,0,10,41,2004,1793,211,14282955.212672,15429.072065
664,48,201,431401,2339,1753,2339,539,1800,1749,1362,152,3,220,4,8,51,2080,440,1640,1596,1268,128,3,189,4,4,44,1753,1504,249,3895178.359397,10603.369995
665,48,201,431402,3209,2356,3209,445,2764,2691,2093,180,2,399,0,17,73,2957,393,2564,2500,1991,157,2,337,0,13,64,2356,2075,281,7715417.429907,12612.2086
666,48,201,431501,3711,2783,3711,424,3287,3220,2795,86,6,323,2,8,67,3381,370,3011,2962,2597,77,5,275,2,6,49,2783,2463,320,11191535.384775,14406.930251
667,48,201,431502,3471,1953,3471,310,3161,3119,2818,47,2,248,0,4,42,2867,239,2628,2599,2353,38,2,204,0,2,29,1953,1796,157,11967227.98543,14386.813168
668,48,201,431600,3352,1744,3352,224,3128,3103,2981,41,12,61,0,8,25,2844,180,2664,2647,2546,37,8,51,0,5,17,1744,1581,163,31740718.439395,36583.319697
669,48,201,431700,4591,2628,4591,372,4219,4144,3845,90,1,207,0,1,75,3936,282,3654,3605,3358,75,1,170,0,1,49,2628,2241,387,32123525.726186,28248.671591
670,48,201,431801,2967,1804,2967,314,2653,2607,1899,76,5,616,0,11,46,2538,266,2272,2239,1647,71,1,510,0,10,33,1804,1591,213,13176423.092355,14374.481397
671,48,201,431802,3695,3057,3695,630,3065,2991,2246,237,10,481,1,16,74,3375,546,2829,2771,2084,211,9,454,1,12,58,3057,2385,672,14671226.90387,17857.225446
672,48,201,431900,3786,2976,3786,634,3152,3089,2236,300,2,540,2,9,63,3557,582,2975,2927,2146,275,2,493,2,9,48,2976,2479,497,13780422.620265,18265.330185
673,48,201,432001,3464,2092,3464,905,2559,2491,1571,429,0,468,2,21,68,2903,709,2194,2147,1379,380,0,371,2,15,47,2092,1780,312,15505277.850014,18154.777401
674,48,201,432002,4734,2784,4734,2569,2165,2060,994,808,10,235,1,12,105,3952,2025,1927,1837,884,724,7,211,1,10,90,2784,2343,441,7587272.525313,11417.787208
675,48,201,432100,5054,2487,5054,1963,3091,2972,1487,902,16,547,2,18,119,4098,1504,2594,2506,1247,771,9,466,2,11,88,2487,2286,201,17256902.537058,17892.954574
676,48,201,432200,4043,2105,4043,1401,2642,2572,1570,688,4,307,0,3,70,3344,1083,2261,2210,1374,556,4,273,0,3,51,2105,1938,167,18021038.901143,18068.77757
677,48,201,432300,6521,3652,6521,2412,4109,3991,1001,2413,30,521,5,21,118,5087,1739,3348,3275,921,1868,24,443,5,14,73,3652,3197,455,18854405.738798,18730.29094
678,48,201,432400,5548,3233,5548,2124,3424,3305,940,1921,7,412,0,25,119,4355,1538,2817,2730,826,1517,3,366,0,18,87,3233,2810,423,19824479.44587,18288.20759
679,48,201,432500,5529,2647,5529,2904,2625,2555,1055,1227,4,247,0,22,70,4073,1980,2093,2050,895,938,2,202,0,13,43,2647,2276,371,18113892.949674,17861.542762
680,48,201,432600,1888,902,1888,543,1345,1321,843,389,4,76,3,6,24,1435,370,1065,1048,687,292,4,60,3,2,17,902,805,97,17755364.139097,18569.789214
681,48,201,432701,6721,2589,6721,5912,809,794,383,319,18,66,1,7,15,5024,4373,651,641,303,259,14,60,1,4,10,2589,2017,572,12535955.622435,16207.800793
682,48,201,432702,3384,1537,3384,1793,1591,1556,1185,191,3,165,1,11,35,2658,1268,1390,1362,1035,172,3,144,1,7,28,1537,1445,92,12392508.386032,17449.203167
683,48,201,432801,4767,2322,4767,2428,2339,2280,589,1255,12,402,1,21,59,3437,1636,1801,1759,478,912,8,343,1,17,42,2322,1877,445,23949171.515046,23514.450117
684,48,201,432802,5616,2795,5616,3750,1866,1813,580,757,5,460,1,10,53,4161,2565,1596,1557,544,579,5,423,1,5,39,2795,2193,602,13937276.471812,15133.487874
685,48,201,432901,3484,1214,3484,2596,888,870,336,370,2,143,0,19,18,2421,1712,709,696,287,268,2,129,0,10,13,1214,1109,105,15508561.356693,21813.713154
686,48,201,432902,4476,2518,4476,2473,2003,1964,598,620,5,728,12,1,39,3345,1713,1632,1606,515,454,3,624,10,0,26,2518,1649,869,16391493.523102,17771.804523
687,48,201,433001,5358,2013,5358,3270,2088,2014,183,337,6,1463,18,7,74,3738,2232,1506,1447,160,287,3,978,15,4,59,2013,1662,351,13335119.007226,16424.675746
688,48,201,433002,4859,1973,4859,3495,1364,1350,113,505,8,716,2,6,14,3555,2492,1063,1051,84,361,6,595,2,3,12,1973,1623,350,6924098.439492,10769.49571
689,48,201,433003,4831,2081,4831,2216,2615,2554,112,751,11,1679,0,1,61,3398,1390,2008,1967,81,439,11,1435,0,1,41,2081,1757,324,9955177.659799,13112.964312
690,48,201,433100,3748,1356,3748,2568,1180,1151,69,967,5,93,0,17,29,2258,1462,796,778,48,632,3,87,0,8,18,1356,1109,247,9210582.482467,14817.644337
691,48,201,433201,5118,2090,5118,1706,3412,3348,675,1199,5,1455,2,12,64,3846,1133,2713,2667,628,810,3,1220,2,4,46,2090,1892,198,11797769.878721,15038.997337
692,48,201,433202,4336,1410,4336,2432,1904,1864,639,297,4,916,0,8,40,3059,1527,1532,1509,567,194,3,744,0,1,23,1410,1282,128,12376482.787349,15744.977133
693,48,201,433300,5196,1802,5196,2052,3144,3079,1713,334,2,1021,1,8,65,4066,1412,2654,2622,1520,240,2,853,1,6,32,1802,1717,85,26069029.65584,20542.737651
694,48,201,433400,4406,1854,4406,2511,1895,1844,469,982,3,380,0,10,51,3271,1753,1518,1491,417,734,2,331,0,7,27,1854,1692,162,18076235.609446,17878.539928
695,48,201,433501,6161,2104,6161,4785,1376,1354,150,1141,1,56,0,6,22,4152,3226,926,917,113,754,1,47,0,2,9,2104,1924,180,13451593.86064,23970.945364
696,48,201,433502,7116,3115,7116,5463,1653,1616,141,1082,3,380,0,10,37,4732,3516,1216,1197,111,781,3,297,0,5,19,3115,2415,700,8645983.546775,12840.755539
697,48,201,433600,5281,2891,5281,2050,3231,3172,226,2603,12,322,0,9,59,3621,1314,2307,2268,201,1779,7,273,0,8,39,2891,2066,825,15435343.008611,18180.422318
698,48,201,440100,6751,2736,6751,2926,3825,3741,1034,2213,6,471,5,12,84,5084,2108,2976,2916,892,1602,6,404,5,7,60,2736,2383,353,58959222.967479,42980.713435
699,48,201,450100,1756,780,1756,168,1588,1559,1295,22,0,239,2,1,29,1267,110,1157,1145,977,13,0,154,1,0,12,780,730,50,8791525.058634,13238.790273
700,48,201,450200,4872,1807,4872,306,4566,4502,3969,49,8,468,1,7,64,3317,189,3128,3099,2743,42,4,306,1,3,29,1807,1698,109,28043261.650273,25285.337052
701,48,201,450300,7024,3047,7024,1979,5045,4847,2732,1349,24,724,2,16,198,5000,1230,3770,3645,2260,798,13,563,2,9,125,3047,2651,396,27056921.482358,20629.711605
702,48,201,450400,4503,2359,4503,1011,3492,3375,2277,611,8,446,2,31,117,3518,698,2820,2746,1922,437,8,358,2,19,74,2359,2041,318,20441839.833497,19622.689362
703,48,201,450500,2941,1268,2941,248,2693,2647,2286,58,1,297,0,5,46,2426,175,2251,2215,1920,42,1,247,0,5,36,1268,1224,44,30909866.020898,24273.878707
704,48,201,450600,4310,1933,4310,838,3472,3391,2763,314,6,298,0,10,81,3250,553,2697,2653,2185,210,5,246,0,7,44,1933,1786,147,20305811.71744,21117.132224
705,48,201,450700,6461,2341,6461,362,6099,6003,5646,20,6,326,2,3,96,4628,248,4380,4339,4080,14,5,235,2,3,41,2341,2270,71,47775853.321407,39138.198852
