OBJECTID_1,OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,GEOID,BG_ID_1, Median_HHI ,No_HS,HS_Graduate,Some_College,BS_and_Higher,Shapearea,Shapelen,Percent_No_HS,Percent_HS_Graduate,Percent_Some_College,Percent_BS_and_Higher,% No HS
180,180,48,201,222700,2,34,11,34,21,13,12,7,5,0,0,0,0,1,23,10,13,12,7,5,0,0,0,0,1,11,11,0,4.82012E+11,15000US482012227002,4.82012E+11," 6,230 ",259,229,145,0,5584401.519,10364.77556, 41 ,36.176935,22.906793,0,40.9%
76,76,48,201,211300,1,766,439,766,177,589,584,26,556,2,0,0,0,5,596,116,480,476,26,448,2,0,0,0,4,439,372,67,4.82012E+11,15000US482012113001,4.82012E+11," 6,679 ",411,212,51,96,4196861.061,9791.122965, 53 ,27.532468,6.623377,12.467532,53.4%
443,443,48,201,312200,1,713,381,713,115,598,594,12,579,0,3,0,0,4,511,63,448,444,10,431,0,3,0,0,4,381,272,109,4.82013E+11,15000US482013122001,4.82013E+11," 8,449 ",210,197,69,0,5237556.848,12470.04369, 44 ,41.386555,14.495798,0,44.1%
460,460,48,201,312800,1,1364,548,1364,129,1235,1227,10,1215,1,0,1,0,8,895,68,827,819,7,810,1,0,1,0,8,548,493,55,4.82013E+11,15000US482013128001,4.82013E+11," 8,720 ",229,178,186,27,5485434.224,9527.52726, 37 ,28.709677,30,4.354839,36.9%
449,449,48,201,312400,2,657,373,657,59,598,596,22,569,0,5,0,0,2,491,36,455,453,20,428,0,5,0,0,2,373,250,123,4.82013E+11,15000US482013124002,4.82013E+11," 9,597 ",248,130,15,0,3258254.259,7741.783312, 63 ,33.07888,3.816794,0,63.1%
209,209,48,201,230900,4,1239,462,1239,123,1116,1106,10,1096,0,0,0,0,10,740,67,673,669,8,661,0,0,0,0,4,462,420,42,4.82012E+11,15000US482012309004,4.82012E+11," 9,682 ",174,165,120,12,23410265.86,24359.84398, 37 ,35.031847,25.477707,2.547771,36.9%
445,445,48,201,312200,3,662,404,662,105,557,556,8,543,0,4,0,1,1,509,66,443,443,8,430,0,4,0,1,0,404,268,136,4.82013E+11,15000US482013122003,4.82013E+11," 9,851 ",260,196,106,19,3773138.445,9151.408408, 45 ,33.73494,18.244406,3.270224,44.8%
130,130,48,201,220800,2,2137,854,2137,649,1488,1479,54,1406,6,12,0,1,9,1383,376,1007,1002,49,940,3,9,0,1,5,854,758,96,4.82012E+11,15000US482012208002,4.82012E+11," 11,652 ",617,291,96,77,10640973.25,14229.68382, 57 ,26.919519,8.880666,7.123034,57.1%
910,910,48,201,422401,3,1582,867,1582,291,1291,1284,254,873,6,147,0,4,7,1228,200,1028,1022,246,620,6,146,0,4,6,867,827,40,4.82014E+11,15000US482014224013,4.82014E+11," 12,028 ",195,202,297,195,2262935.379,6855.108356, 22 ,22.72216,33.408324,21.934758,21.9%
1554,1554,48,201,550200,2,1557,818,1557,471,1086,1047,62,970,2,13,0,0,39,982,288,694,666,49,605,1,11,0,0,28,818,600,218,4.82016E+11,15000US482015502002,4.82016E+11," 12,135 ",172,123,206,62,8185528.552,13582.94782, 31 ,21.847247,36.589698,11.012433,30.6%
100,100,48,201,212300,3,676,335,676,493,183,180,32,146,0,1,0,1,3,467,311,156,153,32,119,0,1,0,1,3,335,234,101,4.82012E+11,15000US482012123003,4.82012E+11," 12,368 ",187,113,57,43,20442575.22,24006.10613, 47 ,28.25,14.25,10.75,46.8%
1195,1195,48,201,453100,1,2046,1124,2046,1271,775,757,83,530,2,135,1,6,18,1354,800,554,543,74,353,1,112,1,2,11,1124,651,473,4.82015E+11,15000US482014531001,4.82015E+11," 12,380 ",343,433,113,72,11008186.87,13715.2363, 36 ,45.057232,11.758585,7.492196,35.7%
203,203,48,201,230700,3,359,295,359,15,344,344,2,341,1,0,0,0,0,268,9,259,259,2,256,1,0,0,0,0,295,164,131,4.82012E+11,15000US482012307003,4.82012E+11," 12,390 ",108,102,0,0,5242603.371,10723.1018, 51 ,48.571429,0,0,51.4%
1087,1087,48,201,433600,4,1736,972,1736,600,1136,1124,65,1012,10,33,0,4,12,1158,381,777,768,59,671,6,28,0,4,9,972,658,314,4.82014E+11,15000US482014336004,4.82014E+11," 12,398 ",287,266,267,59,2295551.386,8131.595175, 33 ,30.261661,30.375427,6.712173,32.7%
65,65,48,201,211000,1,856,382,856,215,641,634,9,605,1,14,0,5,7,641,133,508,503,7,486,1,6,0,3,5,382,328,54,4.82012E+11,15000US482012110001,4.82012E+11," 12,456 ",254,155,91,51,5416209.638,10525.0513, 46 ,28.130671,16.515426,9.255898,46.1%
587,587,48,201,331400,1,2520,1098,2520,88,2432,2412,11,2371,3,26,0,1,20,1514,45,1469,1460,11,1424,1,23,0,1,9,1098,1011,87,4.82013E+11,15000US482013314001,4.82013E+11," 12,966 ",306,1122,179,75,17009984.43,17516.71817, 18 ,66.706302,10.642093,4.458977,18.2%
1438,1438,48,201,532001,4,2057,1407,2057,886,1171,1152,100,1032,5,12,0,3,19,1375,559,816,804,85,702,4,10,0,3,12,1407,782,625,4.82015E+11,15000US482015320014,4.82015E+11," 12,973 ",332,357,221,163,3206072.816,11729.33676, 31 ,33.271202,20.596459,15.191053,30.9%
1063,1063,48,201,433003,1,1908,880,1908,235,1673,1638,40,481,1,1115,0,1,35,1422,136,1286,1266,28,255,1,981,0,1,20,880,787,93,4.82014E+11,15000US482014330031,4.82014E+11," 13,393 ",459,310,167,178,7830733.894,13391.98128, 41 ,27.827648,14.991023,15.978456,41.2%
77,77,48,201,211300,2,1423,603,1423,392,1031,1017,29,987,0,0,0,1,14,872,223,649,641,18,623,0,0,0,0,8,603,488,115,4.82012E+11,15000US482012113002,4.82012E+11," 13,594 ",352,114,136,12,4515780.321,8767.820603, 57 ,18.566775,22.149837,1.954397,57.3%
478,478,48,201,313500,2,996,423,996,162,834,827,16,809,0,0,0,2,7,712,103,609,604,15,588,0,0,0,1,5,423,349,74,4.82013E+11,15000US482013135002,4.82013E+11," 13,724 ",242,194,49,19,4728482.571,9743.578255, 48 ,38.492063,9.722222,3.769841,48.0%
1436,1436,48,201,532001,2,618,818,618,96,522,518,147,356,5,7,0,3,4,525,68,457,454,134,309,3,7,0,1,3,818,329,489,4.82015E+11,15000US482015320012,4.82015E+11," 13,826 ",88,110,141,100,6998401.846,12447.69229, 20 ,25.056948,32.118451,22.779043,20.0%
447,447,48,201,312300,2,1189,690,1189,182,1007,1003,29,964,0,7,1,2,4,928,121,807,805,24,771,0,7,1,2,2,690,514,176,4.82013E+11,15000US482013123002,4.82013E+11," 13,835 ",438,222,44,14,7017106.005,10996.81298, 61 ,30.91922,6.128134,1.949861,61.0%
69,69,48,201,211100,3,865,367,865,377,488,481,2,473,0,6,0,0,7,638,237,401,398,2,390,0,6,0,0,3,367,298,69,4.82012E+11,15000US482012111003,4.82012E+11," 13,889 ",268,194,42,0,6240146.979,16291.79286, 53 ,38.492063,8.333333,0,53.2%
1058,1058,48,201,433001,1,1061,429,1061,346,715,694,53,145,0,491,5,0,21,787,230,557,541,45,126,0,368,2,0,16,429,398,31,4.82014E+11,15000US482014330011,4.82014E+11," 13,920 ",105,189,109,12,7372743.833,11195.05828, 25 ,45.542169,26.26506,2.891566,25.3%
610,610,48,201,332000,3,2356,842,2356,338,2018,1998,20,1904,1,72,0,1,20,1370,197,1173,1159,20,1097,1,40,0,1,14,842,713,129,4.82013E+11,15000US482013320003,4.82013E+11," 14,157 ",440,373,229,18,8554486.997,18081.65824, 42 ,35.188679,21.603774,1.698113,41.5%
121,121,48,201,220500,3,1404,865,1404,854,550,544,165,360,1,17,0,1,6,1194,653,541,535,156,360,1,17,0,1,6,865,809,56,4.82012E+11,15000US482012205003,4.82012E+11," 14,273 ",526,413,187,22,9482801.328,17941.27949, 46 ,35.97561,16.289199,1.916376,45.8%
485,485,48,201,313800,1,1235,442,1235,67,1168,1166,11,1140,2,12,0,1,2,630,37,593,591,11,569,1,9,0,1,2,442,399,43,4.82013E+11,15000US482013138001,4.82013E+11," 14,495 ",178,205,179,52,6027948.07,11744.78672, 29 ,33.387622,29.153094,8.469055,29.0%
1652,1652,48,201,980000,1,33,17,33,9,24,23,11,12,0,0,0,0,1,24,4,20,19,11,8,0,0,0,0,1,17,15,2,4.8202E+11,15000US482019800001,4.8202E+11," 14,773 ",0,11,19,0,60614546.41,33936.79147, -   ,36.666667,63.333333,0,0.0%
500,500,48,201,314300,1,962,607,962,84,878,866,55,758,2,49,0,2,12,731,61,670,662,51,567,2,41,0,1,8,607,506,101,4.82013E+11,15000US482013143001,4.82013E+11," 14,804 ",61,14,115,91,3636861.6,7997.213657, 22 ,4.982206,40.925267,32.384342,21.7%
66,66,48,201,211000,2,1183,511,1183,355,828,822,29,782,1,9,0,1,6,886,229,657,653,28,617,1,6,0,1,4,511,449,62,4.82012E+11,15000US482012110002,4.82012E+11," 14,830 ",224,267,63,0,6666462.729,12851.54396, 40 ,48.194946,11.371841,0,40.4%
67,67,48,201,211100,1,1374,605,1374,467,907,902,21,872,3,0,5,1,5,1017,292,725,723,16,700,3,0,3,1,2,605,499,106,4.82012E+11,15000US482012111001,4.82012E+11," 14,874 ",590,192,158,30,6892858.917,14270.23871, 61 ,19.793814,16.28866,3.092783,60.8%
462,462,48,201,312900,1,2725,1412,2725,119,2606,2574,68,2463,6,28,0,9,32,2327,83,2244,2218,64,2112,6,27,0,9,26,1412,1113,299,4.82013E+11,15000US482013129001,4.82013E+11," 14,885 ",191,573,374,532,9253665.34,17112.94611, 11 ,34.311377,22.39521,31.856287,11.4%
1431,1431,48,201,531800,2,596,271,596,158,438,433,21,410,1,1,0,0,5,464,100,364,361,19,340,1,1,0,0,3,271,221,50,4.82015E+11,15000US482015318002,4.82015E+11," 14,904 ",250,286,20,9,5990839.265,10105.37686, 44 ,50.619469,3.539823,1.59292,44.2%
128,128,48,201,220700,5,2039,611,2039,1313,726,724,80,637,4,2,0,1,2,1260,838,422,421,65,350,4,2,0,0,1,611,558,53,4.82012E+11,15000US482012207005,4.82012E+11," 14,956 ",457,172,147,36,15902037.4,19822.06565, 56 ,21.182266,18.103448,4.433498,56.3%
105,105,48,201,212400,3,840,277,840,813,27,25,14,5,0,2,0,4,2,593,568,25,23,14,5,0,2,0,2,2,277,244,33,4.82012E+11,15000US482012124003,4.82012E+11," 15,313 ",263,54,34,0,2859765.306,8199.094073, 75 ,15.384615,9.68661,0,74.9%
68,68,48,201,211100,2,788,290,788,438,350,346,8,338,0,0,0,0,4,529,272,257,253,7,246,0,0,0,0,4,290,240,50,4.82012E+11,15000US482012111002,4.82012E+11," 15,410 ",212,208,45,0,3307563.089,7819.59876, 46 ,44.731183,9.677419,0,45.6%
1484,1484,48,201,533701,1,767,240,767,736,31,30,9,17,1,3,0,0,1,478,458,20,19,5,12,0,2,0,0,1,240,204,36,4.82015E+11,15000US482015337011,4.82015E+11," 15,614 ",340,58,85,0,11130376.07,23674.53801, 70 ,12.008282,17.598344,0,70.4%
391,391,48,201,310400,2,948,364,948,884,64,63,33,25,4,1,0,0,1,694,634,60,59,30,24,4,1,0,0,1,364,290,74,4.82013E+11,15000US482013104002,4.82013E+11," 15,793 ",242,70,36,24,4551203.18,12945.87963, 65 ,18.817204,9.677419,6.451613,65.1%
843,843,48,201,420500,3,1299,564,1299,854,445,438,21,152,0,264,0,1,7,909,543,366,361,16,119,0,226,0,0,5,564,438,126,4.82014E+11,15000US482014205003,4.82014E+11," 15,804 ",403,66,18,9,9139942.211,15455.4346, 81 ,13.306452,3.629032,1.814516,81.3%
82,82,48,201,211400,2,1440,542,1440,339,1101,1096,49,1043,1,3,0,0,5,856,188,668,665,44,617,1,3,0,0,3,542,479,63,4.82012E+11,15000US482012114002,4.82012E+11," 15,882 ",456,269,82,44,15665939.4,16355.03367, 54 ,31.609871,9.635723,5.170388,53.6%
206,206,48,201,230900,1,1084,454,1084,243,841,833,40,790,3,0,0,0,8,829,151,678,674,40,632,2,0,0,0,4,454,391,63,4.82012E+11,15000US482012309001,4.82012E+11," 15,938 ",356,268,138,10,15427078.89,15898.28935, 46 ,34.715026,17.875648,1.295337,46.1%
599,599,48,201,331602,2,1619,1283,1619,86,1533,1511,7,1502,1,0,0,1,22,1043,41,1002,988,7,979,1,0,0,1,14,1283,550,733,4.82013E+11,15000US482013316022,4.82013E+11," 16,289 ",142,436,161,78,15482750.38,17475.96839, 17 ,53.365973,19.706242,9.547124,17.4%
859,859,48,201,421201,3,544,187,544,537,7,7,6,1,0,0,0,0,0,370,368,2,2,1,1,0,0,0,0,0,187,161,26,4.82014E+11,15000US482014212013,4.82014E+11," 16,314 ",56,30,0,46,895748.4645,4457.714744, 42 ,22.727273,0,34.848485,42.4%
581,581,48,201,331200,1,1661,750,1661,106,1555,1539,20,1511,1,3,1,3,16,1170,75,1095,1083,20,1055,1,3,1,3,12,750,633,117,4.82013E+11,15000US482013312001,4.82013E+11," 16,714 ",313,456,214,133,9909313.824,13630.17288, 28 ,40.860215,19.175627,11.917563,28.0%
396,396,48,201,310600,1,1018,366,1018,912,106,103,64,25,2,12,0,0,3,738,648,90,89,61,17,2,9,0,0,1,366,322,44,4.82013E+11,15000US482013106001,4.82013E+11," 16,860 ",279,78,72,56,6330361.719,11016.36116, 58 ,16.082474,14.845361,11.546392,57.5%
192,192,48,201,230300,2,618,311,618,98,520,511,6,505,0,0,0,0,9,437,46,391,385,5,380,0,0,0,0,6,311,238,73,4.82012E+11,15000US482012303002,4.82012E+11," 16,985 ",46,347,41,94,7451813.467,12302.35794, 9 ,65.719697,7.765152,17.80303,8.7%
1083,1083,48,201,433502,4,2052,849,2052,1777,275,264,30,190,1,42,0,1,11,1335,1136,199,192,14,143,1,33,0,1,7,849,684,165,4.82014E+11,15000US482014335024,4.82014E+11," 17,157 ",322,256,38,14,1394011.914,5360.60548, 51 ,40.634921,6.031746,2.222222,51.1%
1085,1085,48,201,433600,2,661,328,661,490,171,166,27,118,0,20,0,1,5,442,308,134,132,27,85,0,19,0,1,2,328,235,93,4.82014E+11,15000US482014336002,4.82014E+11," 17,235 ",190,70,0,0,5475101.676,12061.50479, 73 ,26.923077,0,0,73.1%
61,61,48,201,210800,1,1382,556,1382,730,652,649,36,608,0,0,0,5,3,954,434,520,517,25,491,0,0,0,1,3,556,460,96,4.82012E+11,15000US482012108001,4.82012E+11," 17,250 ",234,65,106,54,32884219.27,29822.98381, 51 ,14.16122,23.093682,11.764706,51.0%
580,580,48,201,331100,4,1349,607,1349,194,1155,1150,18,1128,1,2,1,0,5,982,119,863,860,16,840,1,2,1,0,3,607,507,100,4.82013E+11,15000US482013311004,4.82013E+11," 17,273 ",169,275,181,31,16703475.34,23359.37366, 26 ,41.920732,27.591463,4.72561,25.8%
92,92,48,201,211700,2,1033,370,1033,531,502,490,16,472,0,0,1,1,12,748,351,397,391,13,376,0,0,1,1,6,370,324,46,4.82012E+11,15000US482012117002,4.82012E+11," 17,396 ",233,223,86,48,24463262.98,27053.36023, 39 ,37.79661,14.576271,8.135593,39.5%
1477,1477,48,201,533400,1,1573,615,1573,138,1435,1423,15,1402,1,1,1,3,12,1183,78,1105,1100,15,1080,1,1,1,2,5,615,567,48,4.82015E+11,15000US482015334001,4.82015E+11," 17,411 ",363,550,206,54,25507322.84,23998.44333, 31 ,46.888321,17.561807,4.603581,30.9%
395,395,48,201,310500,3,1682,600,1682,1631,51,48,38,5,2,1,2,0,3,1212,1173,39,38,30,5,1,1,1,0,1,600,523,77,4.82013E+11,15000US482013105003,4.82013E+11," 17,446 ",785,226,110,44,5919646.762,10712.43202, 67 ,19.399142,9.44206,3.776824,67.4%
150,150,48,201,221500,2,2975,1047,2975,1822,1153,1134,94,1025,0,12,1,2,19,1925,1188,737,726,73,640,0,11,1,1,11,1047,939,108,4.82012E+11,15000US482012215002,4.82012E+11," 17,591 ",371,226,125,0,5612414.161,9785.190347, 51 ,31.301939,17.313019,0,51.4%
598,598,48,201,331602,1,721,328,721,252,469,462,59,396,2,5,0,0,7,484,149,335,330,52,272,2,4,0,0,5,328,252,76,4.82013E+11,15000US482013316021,4.82013E+11," 17,651 ",350,193,0,0,48893269.57,28658.87687, 64 ,35.543278,0,0,64.5%
444,444,48,201,312200,2,683,407,683,183,500,494,25,467,0,2,0,0,6,517,108,409,406,22,382,0,2,0,0,3,407,272,135,4.82013E+11,15000US482013122002,4.82013E+11," 17,976 ",104,91,75,8,2687242.888,7339.678738, 37 ,32.733813,26.978417,2.877698,37.4%
508,508,48,201,320200,2,931,326,931,817,114,114,81,27,1,4,0,1,0,566,474,92,92,69,17,1,4,0,1,0,326,267,59,4.82013E+11,15000US482013202002,4.82013E+11," 17,986 ",156,123,159,23,5158006.708,12634.87955, 34 ,26.681128,34.490239,4.989154,33.8%
915,915,48,201,422500,1,2290,787,2290,1447,843,812,122,543,2,142,0,3,31,1428,811,617,596,100,400,0,93,0,3,21,787,700,87,4.82014E+11,15000US482014225001,4.82014E+11," 18,108 ",568,90,377,83,3789650.603,8219.641196, 51 ,8.050089,33.72093,7.423971,50.8%
1198,1198,48,201,453200,2,2572,861,2572,1651,921,895,63,497,4,330,0,1,26,1602,960,642,627,40,318,4,264,0,1,15,861,752,109,4.82015E+11,15000US482014532002,4.82015E+11," 18,188 ",513,460,49,10,1998565.749,6858.833479, 50 ,44.573643,4.748062,0.968992,49.7%
861,861,48,201,421202,2,2005,761,2005,1929,76,75,26,36,1,7,0,5,1,1405,1351,54,53,19,26,1,5,0,2,1,761,605,156,4.82014E+11,15000US482014212022,4.82014E+11," 18,232 ",347,191,0,95,1740112.604,5275.320728, 55 ,30.173776,0,15.007899,54.8%
79,79,48,201,211300,4,1086,525,1086,315,771,768,5,762,0,0,0,1,3,797,204,593,591,4,586,0,0,0,1,2,525,397,128,4.82012E+11,15000US482012113004,4.82012E+11," 18,359 ",321,136,93,48,7769715.797,14041.59038, 54 ,22.742475,15.551839,8.026756,53.7%
73,73,48,201,211200,1,829,453,829,152,677,673,15,655,1,1,0,1,4,639,97,542,538,11,525,0,1,0,1,4,453,344,109,4.82012E+11,15000US482012112001,4.82012E+11," 18,490 ",347,354,102,8,7400523.336,11035.26815, 43 ,43.649815,12.577065,0.986436,42.8%
486,486,48,201,313800,2,753,449,753,38,715,710,6,702,2,0,0,0,5,626,25,601,596,6,588,2,0,0,0,5,449,381,68,4.82013E+11,15000US482013138002,4.82013E+11," 18,532 ",67,202,168,33,3635833.582,8425.367605, 14 ,42.978723,35.744681,7.021277,14.3%
1348,1348,48,201,521400,4,2641,714,2641,2492,149,144,115,16,2,7,0,4,5,1715,1609,106,103,85,9,2,6,0,1,3,714,688,26,4.82015E+11,15000US482015214004,4.82015E+11," 18,605 ",886,86,92,14,4067391.024,8449.005726, 82 ,7.977737,8.534323,1.298701,82.2%
481,481,48,201,313600,2,1940,690,1940,166,1774,1749,13,1734,2,0,0,0,25,1217,108,1109,1103,12,1089,2,0,0,0,6,690,619,71,4.82013E+11,15000US482013136002,4.82013E+11," 18,609 ",360,429,178,12,7629156.099,13873.15241, 37 ,43.820225,18.181818,1.225741,36.8%
1041,1041,48,201,432701,1,2490,844,2490,2381,109,105,47,43,6,9,0,0,4,1838,1753,85,82,32,37,5,8,0,0,3,844,666,178,4.82014E+11,15000US482014327011,4.82014E+11," 18,616 ",1029,279,123,0,3770594.924,12379.93975, 72 ,19.496855,8.595388,0,71.9%
1406,1406,48,201,530800,1,1216,531,1216,175,1041,1028,52,968,6,2,0,0,13,912,108,804,794,22,764,6,2,0,0,10,531,443,88,4.82015E+11,15000US482015308001,4.82015E+11," 18,625 ",97,205,142,3,17220643.38,19932.58826, 22 ,45.861298,31.767338,0.671141,21.7%
1393,1393,48,201,530300,1,688,332,688,202,486,477,5,470,1,0,0,1,9,525,116,409,403,5,396,1,0,0,1,6,332,265,67,4.82015E+11,15000US482015303001,4.82015E+11," 18,646 ",206,140,112,24,5259031.402,13283.41834, 43 ,29.045643,23.236515,4.979253,42.7%
1468,1468,48,201,533100,2,2230,798,2230,264,1966,1957,6,1938,4,9,0,0,9,1397,148,1249,1245,6,1229,1,9,0,0,4,798,755,43,4.82015E+11,15000US482015331002,4.82015E+11," 18,734 ",347,361,260,191,16353283.19,24348.66821, 30 ,31.147541,22.433132,16.479724,29.9%
1407,1407,48,201,530800,2,812,312,812,115,697,696,16,679,1,0,0,0,1,584,74,510,510,13,497,0,0,0,0,0,312,274,38,4.82015E+11,15000US482015308002,4.82015E+11," 18,750 ",341,147,258,0,11195891.41,15144.06384, 46 ,19.705094,34.58445,0,45.7%
579,579,48,201,331100,3,1427,577,1427,103,1324,1319,18,1293,3,4,0,1,5,931,60,871,869,13,851,3,1,0,1,2,577,505,72,4.82013E+11,15000US482013311003,4.82013E+11," 18,828 ",185,229,149,16,7943106.209,12470.9462, 32 ,39.55095,25.734024,2.763385,32.0%
1653,1653,48,201,980100,1,603,254,603,157,446,439,53,373,2,7,4,0,7,351,89,262,258,40,207,2,6,3,0,4,254,224,30,4.8202E+11,15000US482019801001,4.8202E+11," 18,911 ",24,26,31,58,339378304.6,98512.84791, 17 ,18.705036,22.302158,41.726619,17.3%
177,177,48,201,222600,1,2716,1349,2716,1897,819,808,75,710,4,15,1,3,11,1906,1238,668,662,72,573,1,14,1,1,6,1349,1062,287,4.82012E+11,15000US482012226001,4.82012E+11," 19,052 ",746,431,108,132,13336172.84,15156.66324, 53 ,30.416373,7.621736,9.315455,52.6%
1474,1474,48,201,533300,2,1970,735,1970,285,1685,1667,28,1636,1,0,1,1,18,1331,171,1160,1150,22,1125,1,0,1,1,10,735,674,61,4.82015E+11,15000US482015333002,4.82015E+11," 19,055 ",398,412,385,19,13862745.49,16379.53692, 33 ,33.937397,31.713344,1.565074,32.8%
62,62,48,201,210800,2,1371,550,1371,998,373,364,15,345,3,1,0,0,9,993,679,314,307,12,293,1,1,0,0,7,550,431,119,4.82012E+11,15000US482012108002,4.82012E+11," 19,091 ",436,281,97,49,6487762.751,10938.31189, 51 ,32.560834,11.239861,5.677868,50.5%
584,584,48,201,331300,2,945,407,945,100,845,840,3,835,0,2,0,0,5,735,58,677,674,2,671,0,1,0,0,3,407,360,47,4.82013E+11,15000US482013313002,4.82013E+11," 19,091 ",140,168,117,10,8878405.126,19711.63855, 32 ,38.62069,26.896552,2.298851,32.2%
1551,1551,48,201,550100,1,2011,1103,2011,503,1508,1464,56,1379,4,21,0,4,44,1285,306,979,945,49,875,4,14,0,3,34,1103,798,305,4.82016E+11,15000US482015501001,4.82016E+11," 19,115 ",141,153,399,49,25537586.41,25711.70401, 19 ,20.619946,53.773585,6.603774,19.0%
577,577,48,201,331100,1,522,265,522,71,451,449,5,444,0,0,0,0,2,398,41,357,355,5,350,0,0,0,0,2,265,206,59,4.82013E+11,15000US482013311001,4.82013E+11," 19,583 ",133,86,71,72,3543436.452,8572.025376, 37 ,23.756906,19.61326,19.889503,36.7%
88,88,48,201,211500,5,963,285,963,918,45,45,39,2,0,1,0,3,0,632,598,34,34,30,2,0,1,0,1,0,285,256,29,4.82012E+11,15000US482012115005,4.82012E+11," 19,760 ",176,37,41,0,9237030.553,17879.47529, 69 ,14.566929,16.141732,0,69.3%
639,639,48,201,333201,1,1862,710,1862,1294,568,563,87,412,1,55,0,8,5,1287,854,433,431,70,309,1,46,0,5,2,710,598,112,4.82013E+11,15000US482013332011,4.82013E+11," 19,772 ",357,354,189,62,3942686.599,8310.422325, 37 ,36.798337,19.64657,6.444906,37.1%
860,860,48,201,421202,1,1665,694,1665,1389,276,264,41,179,0,44,0,0,12,1051,874,177,170,33,108,0,29,0,0,7,694,514,180,4.82014E+11,15000US482014212021,4.82014E+11," 19,923 ",556,162,161,21,1026142.782,4882.755727, 62 ,18,17.888889,2.333333,61.8%
63,63,48,201,210900,1,983,438,983,257,726,721,28,672,2,19,0,0,5,760,159,601,598,26,552,2,18,0,0,3,438,351,87,4.82012E+11,15000US482012109001,4.82012E+11," 19,966 ",179,333,129,82,8177626.189,12113.13536, 25 ,46.058091,17.842324,11.341632,24.8%
282,282,48,201,240100,2,1504,769,1504,760,744,725,68,647,3,4,1,2,19,1051,491,560,549,62,477,3,4,1,2,11,769,633,136,4.82012E+11,15000US482012401002,4.82012E+11," 20,026 ",354,396,156,128,16343069.94,21200.53706, 34 ,38.297872,15.087041,12.37911,34.2%
200,200,48,201,230600,2,1446,597,1446,477,969,954,23,920,4,6,0,1,15,1099,308,791,783,20,752,4,6,0,1,8,597,487,110,4.82012E+11,15000US482012306002,4.82012E+11," 20,035 ",340,365,335,24,10999249.08,15118.67295, 32 ,34.304511,31.484962,2.255639,32.0%
1400,1400,48,201,530500,3,1596,647,1596,911,685,680,50,611,3,10,0,6,5,1125,564,561,557,40,501,2,10,0,4,4,647,519,128,4.82015E+11,15000US482015305003,4.82015E+11," 20,060 ",396,93,105,24,7912774.36,13132.60994, 64 ,15.048544,16.990291,3.883495,64.1%
1437,1437,48,201,532001,3,990,725,990,238,752,750,168,572,2,8,0,0,2,703,160,543,543,154,381,2,6,0,0,0,725,400,325,4.82015E+11,15000US482015320013,4.82015E+11," 20,076 ",175,197,191,99,4873891.998,11665.05989, 26 ,29.758308,28.851964,14.954683,26.4%
1440,1440,48,201,532100,1,2275,991,2275,1349,926,912,266,585,4,57,0,0,14,1604,887,717,703,228,417,3,55,0,0,14,991,863,128,4.82015E+11,15000US482015321001,4.82015E+11," 20,132 ",458,454,202,16,5466332.81,14302.69259, 41 ,40.176991,17.876106,1.415929,40.5%
900,900,48,201,422200,1,1644,1216,1644,308,1336,1311,67,1212,3,21,0,8,25,1230,203,1027,1011,61,921,3,21,0,5,16,1216,788,428,4.82014E+11,15000US482014222001,4.82014E+11," 20,176 ",305,471,504,78,12152646.86,18809.76449, 22 ,34.683358,37.113402,5.743741,22.5%
1084,1084,48,201,433600,1,1484,910,1484,563,921,907,78,765,2,59,0,3,14,1045,373,672,664,68,537,1,55,0,3,8,910,644,266,4.82014E+11,15000US482014336001,4.82014E+11," 20,202 ",202,122,101,108,1442327.738,4998.721421, 38 ,22.889306,18.949343,20.262664,37.9%
869,869,48,201,421402,2,1561,726,1561,1495,66,64,20,41,0,2,0,1,2,1005,949,56,55,17,35,0,2,0,1,1,726,493,233,4.82014E+11,15000US482014214022,4.82014E+11," 20,263 ",485,77,13,65,921340.0816,4537.926896, 76 ,12.03125,2.03125,10.15625,75.8%
600,600,48,201,331700,1,1676,599,1676,237,1439,1420,25,1388,3,1,0,3,19,1013,140,873,864,19,841,3,1,0,0,9,599,541,58,4.82013E+11,15000US482013317001,4.82013E+11," 20,278 ",342,349,216,147,34503829.65,27590.72719, 32 ,33.111954,20.493359,13.946869,32.4%
542,542,48,201,324100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82013E+11,15000US482013241002,4.82013E+11," 20,375 ",348,128,58,0,135561.9073,5624.136074, 65 ,23.970037,10.861423,0,65.2%
