OBJECTID_1,OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,GEOID,BG_ID_1, Median_HHI ,No_HS,HS_Graduate,Some_College,BS_and_Higher,Shapearea,Shapelen,Percent_No_HS,Percent_HS_Graduate,Percent_Some_College,Percent_BS_and_Higher,% No HS
89,89,48,201,211600,1,1139,580,1139,978,161,160,42,116,2,0,0,0,1,824,689,135,134,36,97,1,0,0,0,1,580,361,219,4.82012E+11,15000US482012116001,4.82012E+11," 31,765 ",263,469,95,65,5309529.879,9236.848595, 29 ,52.578475,10.650224,7.286996,29.5%
1321,1321,48,201,520400,1,1414,412,1414,1262,152,151,110,29,0,12,0,0,1,968,832,136,135,102,23,0,10,0,0,1,412,362,50,4.82015E+11,15000US482015204001,4.82015E+11," 31,766 ",485,219,112,23,9592597.961,15978.51043, 58 ,26.102503,13.349225,2.741359,57.8%
437,437,48,201,311800,3,1327,399,1327,1265,62,60,39,13,1,7,0,0,2,872,820,52,51,35,9,1,6,0,0,1,399,368,31,4.82013E+11,15000US482013118003,4.82013E+11," 31,776 ",739,125,193,10,3312732.649,9449.662898, 69 ,11.715089,18.088097,0.937207,69.3%
617,617,48,201,332300,1,1319,451,1319,257,1062,1052,7,1034,7,2,2,0,10,996,153,843,839,5,827,4,2,1,0,4,451,427,24,4.82013E+11,15000US482013323001,4.82013E+11," 31,778 ",176,231,210,78,6283782.919,10666.34347, 25 ,33.23741,30.215827,11.223022,25.3%
640,640,48,201,333201,2,2135,795,2135,1645,490,486,61,393,3,21,0,8,4,1501,1128,373,370,54,294,3,16,0,3,3,795,725,70,4.82013E+11,15000US482013332012,4.82013E+11," 31,786 ",429,192,98,73,4533461.595,13068.4485, 54 ,24.242424,12.373737,9.217172,54.2%
172,172,48,201,222502,1,5,1,5,1,4,4,4,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,0,4.82012E+11,15000US482012225021,4.82012E+11," 31,803 ",416,161,78,13,770054.5055,3525.173303, 62 ,24.101796,11.676647,1.946108,62.3%
308,308,48,201,241500,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+11,15000US482012415004,4.82012E+11," 31,895 ",115,103,19,9,6631991.058,27391.45623, 47 ,41.869919,7.723577,3.658537,46.7%
1051,1051,48,201,432802,3,1495,709,1495,1016,479,465,164,202,0,98,0,1,14,1125,708,417,405,154,162,0,88,0,1,12,709,572,137,4.82014E+11,15000US482014328023,4.82014E+11," 31,961 ",482,194,140,112,889756.1995,3879.850222, 52 ,20.905172,15.086207,12.068966,51.9%
1187,1187,48,201,452801,3,1170,429,1170,505,665,640,83,383,0,173,0,1,25,809,323,486,472,77,258,0,136,0,1,14,429,389,40,4.82015E+11,15000US482014528013,4.82015E+11," 31,991 ",75,248,115,27,1853123.748,6250.547088, 16 ,53.333333,24.731183,5.806452,16.1%
1068,1068,48,201,433201,2,1620,670,1620,685,935,924,214,513,0,190,0,7,11,1173,466,707,701,200,346,0,152,0,3,6,670,621,49,4.82014E+11,15000US482014332012,4.82014E+11," 32,010 ",344,361,280,205,2549233.34,8117.311347, 29 ,30.336134,23.529412,17.226891,28.9%
1475,1475,48,201,533300,3,651,288,651,65,586,584,3,581,0,0,0,0,2,511,46,465,464,3,461,0,0,0,0,1,288,236,52,4.82015E+11,15000US482015333003,4.82015E+11," 32,039 ",112,107,88,16,6644761.218,10386.18043, 35 ,33.126935,27.244582,4.95356,34.7%
106,106,48,201,212500,1,1187,429,1187,675,512,506,11,488,4,2,0,1,6,866,450,416,410,11,392,4,2,0,1,6,429,378,51,4.82012E+11,15000US482012125001,4.82012E+11," 32,067 ",412,212,148,43,33281313.55,35075.50301, 51 ,26.01227,18.159509,5.276074,50.6%
1604,1604,48,201,552700,2,2174,1726,2174,370,1804,1780,992,366,9,411,0,2,24,1863,284,1579,1564,947,283,6,326,0,2,15,1726,1385,341,4.82016E+11,15000US482015527002,4.82016E+11," 32,078 ",222,658,518,913,11439021.75,14923.10009, 10 ,28.472523,22.414539,39.506707,9.6%
872,872,48,201,421403,3,799,251,799,636,163,162,114,26,0,22,0,0,1,588,441,147,146,108,20,0,18,0,0,1,251,242,9,4.82014E+11,15000US482014214033,4.82014E+11," 32,100 ",172,337,67,56,2607615.665,6588.814608, 27 ,53.322785,10.601266,8.860759,27.2%
1076,1076,48,201,433400,2,1385,571,1385,601,784,761,218,348,1,188,0,6,23,1055,416,639,628,201,258,1,165,0,3,11,571,530,41,4.82014E+11,15000US482014334002,4.82014E+11," 32,105 ",136,242,213,203,14624831.73,17380.48614, 17 ,30.478589,26.826196,25.566751,17.1%
905,905,48,201,422301,3,1345,526,1345,288,1057,1031,40,956,0,35,0,0,26,887,181,706,697,31,635,0,31,0,0,9,526,437,89,4.82014E+11,15000US482014223013,4.82014E+11," 32,109 ",18,258,231,69,2559544.745,8374.008747, 3 ,44.791667,40.104167,11.979167,3.1%
1541,1541,48,201,542400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82015E+11,15000US482015424003,4.82015E+11," 32,111 ",188,448,370,84,10418780.84,19418.37654, 17 ,41.100917,33.944954,7.706422,17.2%
572,572,48,201,330800,1,2525,860,2525,1186,1339,1321,241,989,5,82,0,4,18,1721,743,978,970,209,692,4,62,0,3,8,860,788,72,4.82013E+11,15000US482013308001,4.82013E+11," 32,139 ",483,320,298,132,159653286.7,58677.73501, 39 ,25.95296,24.168694,10.705596,39.2%
1601,1601,48,201,552601,1,2685,1311,2685,1022,1663,1601,645,835,6,108,6,1,62,1967,704,1263,1229,564,566,6,87,5,1,34,1311,1190,121,4.82016E+11,15000US482015526011,4.82016E+11," 32,156 ",748,647,565,357,13261177.78,18282.713, 32 ,27.92404,24.384981,15.407855,32.3%
224,224,48,201,231600,2,1592,629,1592,182,1410,1394,26,1360,7,0,0,1,16,1267,112,1155,1147,23,1116,7,0,0,1,8,629,583,46,4.82012E+11,15000US482012316002,4.82012E+11," 32,160 ",281,462,184,156,11026713.58,23088.5871, 26 ,42.65928,16.989843,14.404432,25.9%
606,606,48,201,331900,2,1406,503,1406,135,1271,1266,12,1245,5,2,0,2,5,1076,81,995,991,12,971,4,2,0,2,4,503,463,40,4.82013E+11,15000US482013319002,4.82013E+11," 32,214 ",265,221,253,27,5158426.934,11271.31163, 35 ,28.851175,33.028721,3.524804,34.6%
135,135,48,201,221100,1,1462,443,1462,1306,156,156,131,12,3,10,0,0,0,976,841,135,135,115,7,3,10,0,0,0,443,398,45,4.82012E+11,15000US482012211001,4.82012E+11," 32,232 ",315,112,130,39,17788761.46,16711.86669, 53 ,18.791946,21.812081,6.543624,52.9%
199,199,48,201,230600,1,1126,425,1126,404,722,720,14,704,1,1,0,0,2,800,248,552,552,13,537,1,1,0,0,0,425,373,52,4.82012E+11,15000US482012306001,4.82012E+11," 32,279 ",177,241,164,0,12316251.56,16242.39105, 30 ,41.408935,28.178694,0,30.4%
1177,1177,48,201,452500,2,2415,832,2415,1233,1182,1173,200,336,2,635,0,0,9,1619,751,868,863,173,224,2,464,0,0,5,832,718,114,4.82015E+11,15000US482014525002,4.82015E+11," 32,324 ",235,419,332,61,21664978.8,18706.09252, 22 ,40.019102,31.709647,5.82617,22.4%
757,757,48,201,410701,4,822,580,822,142,680,668,595,38,1,32,1,1,12,753,121,632,622,553,36,0,31,1,1,10,580,478,102,4.82014E+11,15000US482014107014,4.82014E+11," 32,328 ",55,77,95,382,3298947.321,8532.023582, 9 ,12.643678,15.599343,62.72578,9.0%
761,761,48,201,410800,2,1696,1188,1696,519,1177,1144,993,61,3,83,2,2,33,1506,392,1114,1088,944,57,3,80,2,2,26,1188,1049,139,4.82014E+11,15000US482014108002,4.82014E+11," 32,367 ",146,206,152,492,3960858.948,8944.383429, 15 ,20.682731,15.261044,49.39759,14.7%
546,546,48,201,330100,2,1706,490,1706,935,771,766,18,725,0,19,0,4,5,1177,617,560,556,14,521,0,19,0,2,4,490,477,13,4.82013E+11,15000US482013301002,4.82013E+11," 32,438 ",578,592,180,278,3886477.56,11109.91842, 36 ,36.363636,11.056511,17.076167,35.5%
1190,1190,48,201,452900,1,1871,650,1871,994,877,860,182,234,0,444,0,0,17,1327,648,679,666,164,158,0,344,0,0,13,650,585,65,4.82015E+11,15000US482014529001,4.82015E+11," 32,449 ",343,330,397,96,7231374.127,10740.81356, 29 ,28.301887,34.048027,8.233276,29.4%
513,513,48,201,320601,1,2638,863,2638,2347,291,284,239,24,0,18,0,3,7,1771,1519,252,248,210,23,0,14,0,1,4,863,777,86,4.82013E+11,15000US482013206011,4.82013E+11," 32,470 ",688,351,310,64,15220800.01,18825.55529, 49 ,24.840764,21.939137,4.52937,48.7%
476,476,48,201,313400,2,1758,930,1758,374,1384,1375,37,1317,8,10,0,3,9,1329,210,1119,1113,29,1067,7,9,0,1,6,930,685,245,4.82013E+11,15000US482013134002,4.82013E+11," 32,526 ",374,400,301,159,13012764.61,16232.30169, 30 ,32.414911,24.39222,12.884927,30.3%
171,171,48,201,222501,2,1849,493,1849,1637,212,208,139,62,0,4,3,0,4,1286,1097,189,186,130,49,0,4,3,0,3,493,477,16,4.82012E+11,15000US482012225012,4.82012E+11," 32,531 ",408,98,47,0,7786508.496,16633.59665, 74 ,17.721519,8.499096,0,73.8%
505,505,48,201,320100,1,1872,727,1872,1662,210,203,103,88,5,7,0,0,7,1262,1089,173,167,84,72,4,7,0,0,6,727,609,118,4.82013E+11,15000US482013201001,4.82013E+11," 32,635 ",393,222,133,80,5857224.734,13178.94093, 47 ,26.811594,16.062802,9.661836,47.5%
390,390,48,201,310400,1,1663,558,1663,1571,92,90,76,5,1,2,0,6,2,1199,1126,73,71,60,5,1,2,0,3,2,558,493,65,4.82013E+11,15000US482013104001,4.82013E+11," 32,644 ",823,273,267,43,9660026.346,13813.98937, 59 ,19.416785,18.990043,3.058321,58.5%
1327,1327,48,201,520601,1,2484,818,2484,1960,524,519,275,33,3,204,0,4,5,1733,1280,453,449,241,26,3,175,0,4,4,818,734,84,4.82015E+11,15000US482015206011,4.82015E+11," 32,647 ",1116,278,146,39,21144946.58,18643.06295, 71 ,17.60608,9.246358,2.469918,70.7%
406,406,48,201,310900,2,1597,521,1597,1528,69,67,46,10,0,10,0,1,2,1088,1024,64,64,44,10,0,9,0,1,0,521,463,58,4.82013E+11,15000US482013109002,4.82013E+11," 32,679 ",364,202,130,13,4253884.217,8456.093053, 51 ,28.490832,18.335684,1.833568,51.3%
614,614,48,201,332200,1,1801,556,1801,881,920,912,16,881,3,8,1,3,8,1259,555,704,702,15,675,2,6,1,3,2,556,513,43,4.82013E+11,15000US482013322001,4.82013E+11," 32,727 ",396,397,232,51,7768963.765,14945.11406, 37 ,36.895911,21.561338,4.739777,36.8%
1233,1233,48,201,454301,3,1666,1069,1666,395,1271,1240,365,682,5,183,0,5,31,1384,307,1077,1054,324,569,5,152,0,4,23,1069,913,156,4.82015E+11,15000US482014543013,4.82015E+11," 32,738 ",169,993,806,639,9092740.292,19008.41849, 6 ,38.089758,30.916763,24.510932,6.5%
1560,1560,48,201,550401,1,455,289,455,206,249,238,30,194,0,13,1,0,11,337,152,185,177,25,141,0,11,0,0,8,289,203,86,4.82016E+11,15000US482015504011,4.82016E+11," 32,757 ",700,401,493,320,5837391.193,22864.35414, 37 ,20.950888,25.757576,16.718913,36.6%
44,44,48,201,100000,2,544,555,544,75,469,459,291,135,2,25,1,5,10,523,68,455,448,288,130,2,24,1,3,7,555,416,139,4.82011E+11,15000US482011000002,4.82011E+11," 32,837 ",16,92,150,188,13100205.56,16181.56918, 4 ,20.627803,33.632287,42.152466,3.6%
108,108,48,201,212500,3,991,481,991,144,847,835,15,816,0,1,0,3,12,807,83,724,717,13,701,0,1,0,2,7,481,428,53,4.82012E+11,15000US482012125003,4.82012E+11," 32,837 ",188,294,192,42,82563944.13,67089.33774, 26 ,41.061453,26.815642,5.865922,26.3%
94,94,48,201,211900,1,1517,455,1517,1464,53,53,35,14,2,1,0,1,0,1036,994,42,42,30,9,1,1,0,1,0,455,409,46,4.82012E+11,15000US482012119001,4.82012E+11," 32,857 ",446,272,72,46,3848533.748,9281.097877, 53 ,32.535885,8.61244,5.502392,53.3%
1329,1329,48,201,520602,2,1561,497,1561,1229,332,322,264,25,2,28,0,3,10,1097,805,292,283,235,21,2,25,0,0,9,497,458,39,4.82015E+11,15000US482015206022,4.82015E+11," 32,887 ",491,119,161,138,4463481.293,8954.0919, 54 ,13.091309,17.711771,15.181518,54.0%
863,863,48,201,421300,1,2282,864,2282,538,1744,1628,403,321,3,896,0,5,116,1570,356,1214,1139,280,246,0,609,0,4,75,864,781,83,4.82014E+11,15000US482014213001,4.82014E+11," 32,900 ",322,196,325,448,10582448.78,16344.63458, 25 ,15.182029,25.174284,34.701782,24.9%
116,116,48,201,220400,1,1448,430,1448,1240,208,205,52,147,1,5,0,0,3,879,753,126,125,44,77,1,3,0,0,1,430,392,38,4.82012E+11,15000US482012204001,4.82012E+11," 32,933 ",172,137,101,0,3838394.369,9570.606596, 42 ,33.414634,24.634146,0,42.0%
544,544,48,201,324200,1,1647,471,1647,1550,97,96,58,24,7,7,0,0,1,1101,1031,70,70,49,11,4,6,0,0,0,471,437,34,4.82013E+11,15000US482013242001,4.82013E+11," 32,961 ",465,239,197,46,59443669.27,52111.22667, 49 ,25.237592,20.802534,4.857445,49.1%
168,168,48,201,222401,2,391,126,391,308,83,83,54,5,0,22,0,2,0,265,199,66,66,48,4,0,14,0,0,0,126,100,26,4.82012E+11,15000US482012224012,4.82012E+11," 32,985 ",329,199,95,26,7740268.402,15331.47797, 51 ,30.662558,14.637904,4.006163,50.7%
118,118,48,201,220400,3,1105,306,1105,999,106,101,82,14,3,2,0,0,5,754,662,92,89,74,12,1,2,0,0,3,306,293,13,4.82012E+11,15000US482012204003,4.82012E+11," 33,006 ",221,156,87,0,4610794.276,9721.927247, 48 ,33.62069,18.75,0,47.6%
2,2,48,157,670101,2,1758,492,1758,1033,725,717,34,673,0,10,0,0,8,1184,660,524,522,31,483,0,8,0,0,2,492,467,25,4.81577E+11,15000US481576701012,4.81577E+11," 33,022 ",97,296,371,55,6885015.936,12471.49033, 12 ,36.141636,45.299145,6.715507,11.8%
104,104,48,201,212400,2,897,291,897,704,193,193,25,156,12,0,0,0,0,639,474,165,165,22,132,11,0,0,0,0,291,266,25,4.82012E+11,15000US482012124002,4.82012E+11," 33,023 ",144,108,73,36,79034478.46,44703.24389, 40 ,29.916898,20.221607,9.972299,39.9%
1419,1419,48,201,531300,1,1884,727,1884,1518,366,344,136,196,2,8,0,2,22,1262,971,291,282,124,150,2,4,0,2,9,727,578,149,4.82015E+11,15000US482015313001,4.82015E+11," 33,117 ",545,173,83,7,2451565.541,10072.4091, 67 ,21.410891,10.272277,0.866337,67.5%
1036,1036,48,201,432500,1,1803,938,1803,1068,735,725,217,461,2,41,0,4,10,1332,732,600,593,195,359,1,36,0,2,7,938,757,181,4.82014E+11,15000US482014325001,4.82014E+11," 33,161 ",361,380,322,113,8136712.495,11434.42898, 31 ,32.312925,27.380952,9.608844,30.7%
1204,1204,48,201,453402,2,1976,672,1976,1112,864,851,123,472,3,250,0,3,13,1361,729,632,621,103,319,3,194,0,2,11,672,625,47,4.82015E+11,15000US482014534022,4.82015E+11," 33,167 ",309,222,300,192,5556774.873,9684.618356, 30 ,21.70088,29.325513,18.768328,30.2%
271,271,48,201,233300,1,1047,306,1047,980,67,66,56,5,5,0,0,0,1,674,614,60,60,50,5,5,0,0,0,0,306,264,42,4.82012E+11,15000US482012333001,4.82012E+11," 33,190 ",239,79,32,0,34183011.41,89682.80648, 68 ,22.571429,9.142857,0,68.3%
607,607,48,201,331900,3,1063,424,1063,85,978,975,12,963,0,0,0,0,3,771,52,719,717,10,707,0,0,0,0,2,424,372,52,4.82013E+11,15000US482013319003,4.82013E+11," 33,194 ",255,399,162,40,5748420.277,13951.05375, 30 ,46.61215,18.925234,4.672897,29.8%
226,226,48,201,231800,1,996,353,996,310,686,683,6,674,1,2,0,0,3,750,186,564,562,6,553,1,2,0,0,2,353,337,16,4.82012E+11,15000US482012318001,4.82012E+11," 33,265 ",118,325,242,17,10473375.38,14039.16041, 17 ,46.296296,34.472934,2.421652,16.8%
187,187,48,201,230200,2,614,278,614,103,511,511,5,504,0,2,0,0,0,459,51,408,408,4,402,0,2,0,0,0,278,222,56,4.82012E+11,15000US482012302002,4.82012E+11," 33,278 ",68,119,75,81,10577186.55,23416.36974, 20 ,34.693878,21.865889,23.61516,19.8%
728,728,48,201,350400,3,478,160,478,247,231,226,169,42,0,15,0,0,5,353,161,192,188,150,25,0,13,0,0,4,160,155,5,4.82014E+11,15000US482013504003,4.82014E+11," 33,348 ",332,569,641,194,2427071.038,10466.66663, 19 ,32.776498,36.923963,11.175115,19.1%
1028,1028,48,201,432200,3,2388,1278,2388,1074,1314,1274,506,573,2,190,0,3,40,1958,829,1129,1096,455,464,2,172,0,3,33,1278,1166,112,4.82014E+11,15000US482014322003,4.82014E+11," 33,355 ",574,378,484,584,6097338.298,12847.65013, 28 ,18.712871,23.960396,28.910891,28.4%
875,875,48,201,421500,3,1345,597,1345,832,513,493,305,93,3,90,0,2,20,1006,547,459,444,277,86,3,76,0,2,15,597,532,65,4.82014E+11,15000US482014215003,4.82014E+11," 33,365 ",217,145,227,146,5890090.679,11910.52174, 30 ,19.727891,30.884354,19.863946,29.5%
1355,1355,48,201,521700,1,1376,731,1376,910,466,458,133,310,2,6,6,1,8,998,632,366,360,120,228,2,6,3,1,6,731,574,157,4.82015E+11,15000US482015217001,4.82015E+11," 33,396 ",262,224,83,78,6239430.466,11933.6488, 40 ,34.621329,12.828439,12.055641,40.5%
1310,1310,48,201,511600,1,1051,437,1051,745,306,302,262,20,2,17,1,0,4,796,524,272,269,235,19,1,13,1,0,3,437,375,62,4.82015E+11,15000US482015116001,4.82015E+11," 33,438 ",173,137,128,119,3867062.122,9045.404676, 31 ,24.59605,22.980251,21.364452,31.1%
14,14,48,157,670400,1,1764,646,1764,163,1601,1588,23,1540,4,18,1,2,13,1193,92,1101,1098,17,1060,1,17,1,2,3,646,629,17,4.81577E+11,15000US481576704001,4.81577E+11," 33,482 ",43,214,377,149,11489057.76,14161.49533, 5 ,27.330779,48.148148,19.029374,5.5%
933,933,48,201,422900,2,2320,838,2320,1426,894,869,353,403,2,106,0,5,25,1646,934,712,694,305,296,2,89,0,2,18,838,783,55,4.82014E+11,15000US482014229002,4.82014E+11," 33,487 ",563,365,263,187,9770167.27,14514.0813, 41 ,26.487663,19.085631,13.570392,40.9%
1448,1448,48,201,532300,3,1736,884,1736,693,1043,1032,303,646,1,76,1,5,11,1248,462,786,782,272,440,1,64,1,4,4,884,728,156,4.82015E+11,15000US482015323003,4.82015E+11," 33,503 ",135,356,231,120,8787473.349,14351.81965, 16 ,42.280285,27.434679,14.251781,16.0%
164,164,48,201,222100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+11,15000US482012221002,4.82012E+11," 33,512 ",988,401,112,28,88416.35762,2397.74704, 65 ,26.226292,7.325049,1.831262,64.6%
613,613,48,201,332100,2,1530,472,1530,714,816,812,23,783,0,2,0,4,4,1054,422,632,628,19,603,0,2,0,4,4,472,431,41,4.82013E+11,15000US482013321002,4.82013E+11," 33,520 ",536,273,151,84,5156846.532,10727.57823, 51 ,26.149425,14.463602,8.045977,51.3%
559,559,48,201,330400,1,1270,355,1270,951,319,318,59,247,0,12,0,0,1,850,603,247,246,54,180,0,12,0,0,1,355,332,23,4.82013E+11,15000US482013304001,4.82013E+11," 33,558 ",300,225,100,29,11588441.6,16220.89188, 46 ,34.40367,15.29052,4.434251,45.9%
58,58,48,201,210700,1,733,250,733,573,160,156,25,127,2,1,0,1,4,530,398,132,130,22,104,2,1,0,1,2,250,217,33,4.82012E+11,15000US482012107001,4.82012E+11," 33,571 ",176,57,86,37,3662891.28,8059.129296, 49 ,16.011236,24.157303,10.393258,49.4%
867,867,48,201,421401,2,2236,769,2236,1864,372,362,43,113,2,198,0,6,10,1576,1297,279,273,32,69,2,168,0,2,6,769,675,94,4.82014E+11,15000US482014214012,4.82014E+11," 33,649 ",751,252,202,85,1920136.517,7293.796511, 58 ,19.534884,15.658915,6.589147,58.2%
679,679,48,201,340100,2,1603,952,1603,431,1172,1138,546,425,3,162,1,1,34,1223,317,906,888,471,277,2,136,1,1,18,952,828,124,4.82013E+11,15000US482013401002,4.82013E+11," 33,689 ",55,294,629,214,42989561.81,28560.44775, 5 ,24.66443,52.768456,17.95302,4.6%
556,556,48,201,330303,1,1467,564,1467,996,471,464,58,398,0,7,0,1,7,939,602,337,335,55,275,0,5,0,0,2,564,451,113,4.82013E+11,15000US482013303031,4.82013E+11," 33,697 ",345,82,54,29,12644951.9,15179.38498, 68 ,16.078431,10.588235,5.686274,67.6%
501,501,48,201,314300,2,1059,615,1059,112,947,939,63,832,1,43,0,0,8,841,79,762,758,55,664,1,38,0,0,4,615,588,27,4.82013E+11,15000US482013143002,4.82013E+11," 33,712 ",55,392,365,52,9299553.553,13619.5015, 6 ,45.37037,42.24537,6.018519,6.4%
1369,1369,48,201,522100,3,2816,840,2816,1894,922,900,474,405,4,15,1,1,22,1743,1077,666,656,421,215,4,14,1,1,10,840,761,79,4.82015E+11,15000US482015221003,4.82015E+11," 33,731 ",288,268,147,332,8685852.706,12768.05782, 28 ,25.89372,14.202899,32.077295,27.8%
227,227,48,201,231800,2,1768,536,1768,1268,500,495,91,395,5,4,0,0,5,1213,803,410,405,80,319,3,3,0,0,5,536,498,38,4.82012E+11,15000US482012318002,4.82012E+11," 33,734 ",582,203,75,114,19725592.72,21588.74982, 60 ,20.841889,7.700205,11.704312,59.8%
115,115,48,201,220300,3,2397,753,2397,2165,232,230,199,27,1,1,0,2,2,1672,1468,204,203,178,22,1,1,0,1,1,753,687,66,4.82012E+11,15000US482012203003,4.82012E+11," 33,750 ",537,430,119,118,11889591.72,14355.82242, 45 ,35.714286,9.883721,9.800664,44.6%
146,146,48,201,221400,1,1090,308,1090,971,119,112,58,53,0,1,0,0,7,705,616,89,88,48,39,0,1,0,0,1,308,286,22,4.82012E+11,15000US482012214001,4.82012E+11," 33,750 ",389,165,25,21,4300255.632,8936.474107, 65 ,27.5,4.166667,3.5,64.8%
706,706,48,201,340900,2,2625,1455,2625,768,1857,1796,1116,359,8,300,5,8,61,2083,546,1537,1499,976,289,6,220,3,5,38,1455,1354,101,4.82013E+11,15000US482013409002,4.82013E+11," 33,750 ",229,360,570,361,37102791.5,29467.91281, 15 ,23.684211,37.5,23.75,15.1%
1416,1416,48,201,531200,1,1066,521,1066,646,420,411,184,218,3,3,3,0,9,718,413,305,302,168,128,3,3,0,0,3,521,359,162,4.82015E+11,15000US482015312001,4.82015E+11," 33,750 ",190,164,45,32,9108968.774,15929.07019, 44 ,38.051044,10.440835,7.424594,44.1%
791,791,48,201,411800,1,1068,933,1068,136,932,916,748,38,2,125,0,3,16,1011,121,890,876,735,34,2,102,0,3,14,933,813,120,4.82014E+11,15000US482014118001,4.82014E+11," 33,790 ",49,107,343,510,5048546.081,9591.269826, 5 ,10.604559,33.994054,50.545094,4.9%
649,649,48,201,333500,1,1860,674,1860,1318,542,529,94,407,1,27,0,0,13,1233,842,391,382,86,271,1,24,0,0,9,674,596,78,4.82013E+11,15000US482013335001,4.82013E+11," 33,819 ",469,343,228,175,3651348.703,7991.188486, 39 ,28.230453,18.765432,14.403292,38.6%
601,601,48,201,331700,2,945,341,945,85,860,857,5,849,3,0,0,0,3,721,44,677,674,5,666,3,0,0,0,3,341,320,21,4.82013E+11,15000US482013317002,4.82013E+11," 33,828 ",109,184,212,48,5409390.656,11966.28103, 20 ,33.273056,38.336347,8.679928,19.7%
263,263,48,201,233102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+11,15000US482012331022,4.82012E+11," 33,859 ",772,285,81,36,152836.0364,4378.687051, 66 ,24.27598,6.899489,3.06644,65.8%
219,219,48,201,231300,2,2461,979,2461,288,2173,2152,27,2123,0,1,0,1,21,1838,192,1646,1634,26,1606,0,1,0,1,12,979,864,115,4.82012E+11,15000US482012313002,4.82012E+11," 33,879 ",332,441,473,229,16630095.03,22286.34161, 23 ,29.898305,32.067797,15.525424,22.5%
652,652,48,201,333600,1,1088,461,1088,656,432,422,303,100,5,14,0,0,10,829,457,372,368,269,85,1,13,0,0,4,461,389,72,4.82013E+11,15000US482013336001,4.82013E+11," 33,983 ",67,197,246,49,15556597.25,23371.45995, 12 ,35.241503,44.007156,8.765653,12.0%
650,650,48,201,333500,2,2453,851,2453,1844,609,591,219,341,3,25,0,3,18,1676,1176,500,485,201,256,3,23,0,2,15,851,721,130,4.82013E+11,15000US482013335002,4.82013E+11," 34,010 ",796,290,217,222,9765535.867,14360.32975, 52 ,19.016393,14.229508,14.557377,52.2%
1381,1381,48,201,522401,3,1696,865,1696,939,757,747,609,59,7,53,2,17,10,1274,657,617,611,498,48,7,47,2,9,6,865,613,252,4.82015E+11,15000US482015224013,4.82015E+11," 34,010 ",392,211,165,290,6547769.198,11677.31263, 37 ,19.943289,15.595463,27.410208,37.1%
1555,1555,48,201,550301,1,323,226,323,58,265,258,15,240,0,2,0,1,7,243,42,201,195,15,177,0,2,0,1,6,226,174,52,4.82016E+11,15000US482015503011,4.82016E+11," 34,011 ",224,304,739,400,3925802.096,19322.07731, 13 ,18.236353,44.331134,23.995201,13.4%
131,131,48,201,220900,1,857,235,857,641,216,210,29,171,1,6,0,3,6,532,402,130,128,28,92,1,4,0,3,2,235,200,35,4.82012E+11,15000US482012209001,4.82012E+11," 34,049 ",96,120,79,11,10556469.25,15381.8768, 31 ,39.215686,25.816993,3.594771,31.4%
628,628,48,201,332700,1,843,265,843,776,67,65,48,14,0,3,0,0,2,556,498,58,56,41,12,0,3,0,0,2,265,242,23,4.82013E+11,15000US482013327001,4.82013E+11," 34,050 ",355,118,104,12,4532005.522,9602.978548, 60 ,20.033956,17.657046,2.037351,60.3%
278,278,48,201,233600,2,1068,477,1068,277,791,788,5,776,4,3,0,0,3,778,153,625,622,5,612,2,3,0,0,3,477,382,95,4.82012E+11,15000US482012336002,4.82012E+11," 34,148 ",127,159,183,45,6966290.523,11171.44916, 25 ,30.933852,35.603113,8.754864,24.7%
1389,1389,48,201,530100,4,1600,798,1600,1093,507,498,330,152,1,10,0,5,9,1220,765,455,446,306,128,1,9,0,2,9,798,687,111,4.82015E+11,15000US482015301004,4.82015E+11," 34,155 ",454,282,214,78,4828760.58,8910.59747, 44 ,27.431907,20.817121,7.587549,44.2%
245,245,48,201,232701,1,2727,1003,2727,1493,1234,1205,152,1031,2,19,0,1,29,1892,963,929,908,136,753,1,17,0,1,21,1003,796,207,4.82012E+11,15000US482012327011,4.82012E+11," 34,183 ",599,513,349,169,40035320.12,29018.73537, 37 ,31.472393,21.411043,10.368098,36.7%
